,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5.61,2.88,23000.0,11791.62,196866.0,0.49,0.15,0.0047,0.0036499999999999996
