,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.39,0.0,0.0,0.0,63874730.0,1851100.0,970131529.8,0.0
1,1.36,0.03,0.02,102221.94,63874730.0,1803568.22,952210389.36,0.0159
2,1.34,0.04,0.02,148769.14,63874730.0,1782044.04,945914869.32,0.0077
3,1.31,0.06,0.03,209444.33,63874730.0,1748486.46,938249423.84,0.0114
4,1.29,0.07,0.04,239821.83,63874730.0,1722441.96,933227960.2,0.0097
5,1.28,0.08,0.04,259260.86,63874730.0,1703589.55,930321417.05,0.0072
6,1.27,0.09,0.04,286840.95,63874730.0,1684943.49,927655898.18,0.0073
7,1.25,0.1,0.05,306572.74,63874730.0,1664831.66,925282335.53,0.0066
8,1.24,0.11,0.05,322967.95,63874730.0,1648258.07,923675089.21,0.0067
9,1.23,0.11,0.05,334242.43,63874730.0,1641674.92,923090823.93,0.0032
10,1.22,0.12,0.05,360519.47,63874730.0,1628587.39,921850867.73,0.0055
11,1.22,0.13,0.05,369935.02,63874730.0,1618840.26,921181021.58,0.0043
12,1.21,0.13,0.05,376564.26,63874730.0,1609149.86,920430548.09,0.0037
13,1.21,0.13,0.05,383664.79,63874730.0,1604327.24,920073015.11,0.0026
14,1.2,0.14,0.05,390998.27,63874730.0,1597919.55,919705311.86,0.0031
15,1.19,0.14,0.05,407104.75,63874730.0,1583595.66,918926877.27,0.006
16,1.19,0.15,0.05,413972.99,63874730.0,1580430.05,918735520.9,0.002
17,1.19,0.15,0.05,418777.8,63874730.0,1577270.77,918562994.32,0.002
18,1.18,0.15,0.05,425365.59,63874730.0,1572543.69,918370125.19,0.0025
19,1.18,0.15,0.05,428583.28,63874730.0,1569400.18,918238799.6,0.002
20,1.18,0.15,0.05,431639.22,63874730.0,1567830.78,918163508.24,0.0014
21,1.17,0.16,0.05,435063.0,63874730.0,1553776.61,917718319.58,0.0061
22,1.16,0.17,0.05,436061.7,63874730.0,1542932.75,917453175.23,0.0048
23,1.15,0.17,0.05,436984.03,63874730.0,1536770.27,917286450.74,0.0031
24,1.15,0.17,0.05,439490.88,63874730.0,1530632.4,917159920.34,0.0031
25,1.15,0.18,0.05,441537.48,63874730.0,1526045.1,917095743.8,0.0025
26,1.14,0.18,0.05,442292.7,63874730.0,1522994.53,917037493.41,0.002
27,1.14,0.18,0.05,444260.25,63874730.0,1521471.54,917002033.21,0.0014
28,1.14,0.18,0.05,445307.08,63874730.0,1519950.07,916978280.33,0.0014
29,1.14,0.18,0.05,445307.08,63874730.0,1519950.07,916978280.33,0.0008
