,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,17.0,15.1,14.8,14.8,15.1,14.8,14.8,14.6,14.6,14.6,14.5,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
1,14.6,14.3,14.2,14.2,14.1,14.1,18.9,17.8,17.8,17.0,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.8,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
2,17.0,15.1,14.8,14.6,14.5,14.5,15.1,14.8,14.8,14.6,14.6,14.6,14.6,14.6,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
3,230.4,92.8,61.6,50.9,36.3,31.3,31.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.8,15.8
4,36.3,22.1,20.3,18.9,17.0,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
5,14.4,14.1,14.1,14.1,15.1,14.8,14.8,14.6,14.6,14.6,14.5,14.8,14.8,15.4,15.1,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
6,14.0,14.8,14.6,14.6,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.6,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4
7,14.0,14.3,14.3,14.2,22.1,22.1,20.3,18.9,17.8,17.8,17.8,17.0,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
8,14.3,14.6,14.5,14.4,17.8,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4
9,14.0,14.8,14.6,14.6,14.5,14.4,14.3,14.5,14.5,14.5,14.6,14.6,14.8,14.8,14.8,14.8,15.4,15.4,15.4,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4
10,14.0,20.3,17.8,17.0,15.8,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.8,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
11,14.5,14.2,14.1,14.0,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.1,14.8,14.8,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
12,61.6,31.3,24.5,22.1,20.3,18.9,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
13,42.7,24.5,22.1,20.3,17.8,17.8,17.0,16.3,15.8,15.8,15.4,15.4,15.4,15.4,15.1,15.1,14.8,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
14,20.3,17.0,15.8,15.4,15.1,14.8,14.6,14.6,14.6,14.6,14.8,14.6,15.1,14.8,15.1,14.8,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
15,17.8,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.6,14.6,14.8,14.8,14.8,14.8,14.8,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
16,15.8,14.8,14.6,14.6,14.4,14.4,14.3,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
17,18.9,15.8,15.4,15.4,14.8,14.6,14.6,14.5,14.6,14.5,14.8,14.8,14.8,14.8,14.8,15.4,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
18,24.5,18.9,17.0,17.0,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.6,14.8,14.8,15.4,15.1,15.1,15.1,14.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
19,14.4,14.2,14.0,22.1,20.3,18.9,17.8,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20,14.0,14.4,14.3,15.8,15.4,15.4,14.8,14.8,14.6,15.4,15.4,15.4,15.1,15.1,14.8,14.8,14.8,14.8,14.8,15.1,15.1,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4
21,17.0,15.1,14.8,14.8,14.6,14.6,14.5,14.5,14.4,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
22,14.0,14.0,14.2,14.2,14.0,18.9,17.8,17.0,17.0,16.3,16.3,15.8,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
