,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.3
4,14.0,14.0
5,14.0,14.0
6,14.0,14.0
7,14.0,14.6
8,15.4,14.3
9,14.0,15.1
10,17.0,14.4
11,14.0,14.3
12,14.0,14.5
13,15.8,15.1
14,27.5,20.3
15,14.8,14.4
16,17.8,14.3
17,14.0,15.4
18,14.0,15.8
19,22.1,14.6
20,20.3,15.8
21,15.8,15.4
22,14.8,15.8
23,15.4,14.8
24,17.0,17.0
25,14.6,15.8
26,14.0,17.0
27,15.8,36.3
28,15.4,14.6
29,16.3,15.1
30,15.8,14.8
31,20.3,17.0
32,61.6,42.7
33,36.3,22.1
34,20.3,17.8
35,31.3,17.0
36,36.3,17.8
37,15.8,17.0
38,17.0,17.0
39,14.0,15.1
40,36.3,16.3
41,17.8,42.7
42,17.0,17.8
43,14.3,15.4
44,14.3,20.3
45,15.8,31.3
46,27.5,22.1
47,230.4,24.5
