,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.23,0.0,0.0,0.0,127489278.0,3279244.0,2118515076.4,0.0
1,1.22,0.01,0.02,739922.37,127489278.0,3243352.13,2082323198.09,0.0091
2,1.21,0.02,0.03,1265923.66,127489278.0,3214278.45,2056061798.95,0.0075
3,1.2,0.03,0.04,1846034.52,127489278.0,3182279.93,2031552264.84,0.0084
4,1.19,0.04,0.05,2249979.32,127489278.0,3153753.72,2015214964.89,0.0078
5,1.17,0.05,0.06,2785308.09,127489278.0,3116116.16,1996435078.43,0.0098
6,1.16,0.06,0.06,3078393.07,127489278.0,3091274.57,1986060350.72,0.0069
7,1.15,0.06,0.07,3268636.09,127489278.0,3066630.8,1977013270.81,0.0068
8,1.15,0.07,0.07,3452048.07,127489278.0,3048276.98,1971366621.96,0.0054
9,1.14,0.08,0.07,3712351.13,127489278.0,3023976.04,1965115903.05,0.0069
10,1.13,0.08,0.07,3837411.87,127489278.0,3008886.41,1961821166.41,0.0046
11,1.13,0.09,0.08,3977049.14,127489278.0,2990878.21,1958097723.58,0.0053
12,1.12,0.09,0.08,4132168.14,127489278.0,2978932.67,1955172589.96,0.004
13,1.11,0.1,0.08,4263522.17,127489278.0,2958142.86,1951300704.67,0.0062
14,1.11,0.1,0.08,4357655.71,127489278.0,2949277.41,1949862086.7,0.0032
15,1.11,0.1,0.08,4425570.68,127489278.0,2940438.67,1948423902.19,0.0031
16,1.1,0.11,0.08,4495718.91,127489278.0,2916997.93,1946093947.79,0.0069
17,1.09,0.11,0.08,4545088.02,127489278.0,2902442.43,1944292981.31,0.0046
18,1.09,0.12,0.08,4601897.91,127489278.0,2890850.28,1943293950.35,0.0038
19,1.08,0.12,0.08,4624996.48,127489278.0,2879304.48,1942418057.0,0.0039
20,1.08,0.12,0.08,4655107.65,127489278.0,2876425.32,1942136391.41,0.0017
21,1.08,0.12,0.08,4670932.09,127489278.0,2873549.04,1941919833.58,0.0017
22,1.08,0.12,0.08,4670932.09,127489278.0,2873549.04,1941919833.58,0.0009
