,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.2,0.0,0.0,0.0,64783494.0,1626281.0,1138617561.2,0.0
1,1.18,0.02,0.04,91646.0,64783494.0,1594062.53,1094045505.02,0.0167
2,1.16,0.04,0.07,191795.32,64783494.0,1562481.46,1064229045.61,0.0165
3,1.14,0.05,0.08,229394.58,64783494.0,1543832.91,1050039178.51,0.0096
4,1.13,0.06,0.09,282703.28,64783494.0,1526935.41,1039475233.81,0.0095
5,1.12,0.07,0.09,313577.09,64783494.0,1515414.37,1033791607.17,0.0072
6,1.11,0.08,0.1,346555.12,64783494.0,1498827.91,1027621381.33,0.0096
7,1.1,0.09,0.1,364035.47,64783494.0,1486879.17,1023343556.95,0.0072
8,1.1,0.09,0.1,375832.81,64783494.0,1479459.62,1020762767.91,0.0048
9,1.09,0.09,0.11,387057.4,64783494.0,1472077.11,1018713575.55,0.005
10,1.09,0.1,0.11,396251.41,64783494.0,1464729.96,1017082000.97,0.0041
11,1.08,0.1,0.11,403001.12,64783494.0,1458879.82,1015888959.51,0.0194
12,1.08,0.11,0.11,418181.23,64783494.0,1451600.0,1014637108.8,0.0048
13,1.07,0.11,0.11,432193.11,64783494.0,1445800.85,1013813118.16,0.0033
14,1.07,0.11,0.11,435651.75,64783494.0,1442910.7,1013473784.07,0.0026
15,1.07,0.11,0.11,440119.96,64783494.0,1440026.32,1013200322.13,0.0025
16,1.06,0.12,0.11,449255.37,64783494.0,1427114.94,1012215516.04,0.0065
17,1.05,0.13,0.11,447506.48,64783494.0,1411493.52,1011366095.68,0.0087
18,1.04,0.14,0.11,447665.94,64783494.0,1403045.71,1010905523.91,0.0057
19,1.04,0.14,0.11,447323.97,64783494.0,1397441.94,1010619457.42,0.0041
20,1.03,0.14,0.11,447070.89,64783494.0,1393253.8,1010464224.29,0.0033
21,1.03,0.15,0.11,446943.44,64783494.0,1389078.22,1010328061.84,0.0033
22,1.03,0.15,0.11,446863.85,64783494.0,1387689.14,1010245611.57,0.0042
23,1.03,0.15,0.11,446863.85,64783494.0,1387689.14,1010245611.57,0.0009
