,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.0
4,14.0,14.0
5,14.0,14.0
6,14.0,14.0
7,14.0,14.2
8,15.4,14.5
9,14.0,14.8
10,17.0,14.1
11,14.0,15.8
12,14.0,16.3
13,15.8,24.5
14,27.5,15.1
15,14.8,14.5
16,17.8,14.2
17,14.0,14.3
18,14.0,14.6
19,22.1,15.8
20,20.3,15.4
21,15.8,17.8
22,14.8,20.3
23,15.4,17.0
24,17.0,18.9
25,14.6,15.1
26,14.0,17.8
27,15.8,15.1
28,15.4,18.9
29,16.3,22.1
30,15.8,17.8
31,20.3,14.6
32,61.6,17.8
33,36.3,14.5
34,20.3,17.0
35,31.3,15.8
36,36.3,15.4
37,15.8,22.1
38,17.0,15.4
39,14.0,24.5
40,36.3,15.4
41,17.8,15.8
42,17.0,15.8
43,14.3,31.3
44,14.3,24.5
45,15.8,17.0
46,27.5,18.9
47,230.4,20.3
