,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.26,0.0,0.0,0.0,160138695.0,4187534.0,2640321018.9,0.0
1,1.24,0.01,0.02,186997.08,160138695.0,4125594.74,2582060729.92,0.0118
2,1.22,0.03,0.04,360235.83,160138695.0,4058456.15,2533666382.3,0.0138
3,1.2,0.04,0.05,455003.67,160138695.0,4018430.24,2511314398.52,0.0083
4,1.2,0.05,0.05,526370.23,160138695.0,3990417.19,2496818088.33,0.0059
5,1.18,0.06,0.06,631923.64,160138695.0,3944403.1,2476961093.73,0.0096
6,1.17,0.07,0.07,682578.39,160138695.0,3912958.1,2465576756.85,0.0086
7,1.17,0.07,0.07,728321.45,160138695.0,3889538.97,2457978563.24,0.0054
8,1.15,0.09,0.08,818922.55,160138695.0,3827763.24,2441721295.1,0.0112
9,1.14,0.09,0.08,857935.1,160138695.0,3806219.96,2435786905.05,0.0054
10,1.13,0.1,0.08,919749.31,160138695.0,3772096.91,2428048494.6,0.0068
11,1.13,0.1,0.08,948553.07,160138695.0,3757031.14,2424737261.59,0.0038
12,1.12,0.11,0.08,986117.02,160138695.0,3723520.6,2419395252.91,0.0075
13,1.11,0.12,0.08,1022227.5,160138695.0,3701235.26,2416370169.78,0.0155
14,1.1,0.12,0.09,1043090.97,160138695.0,3686452.51,2414397018.83,0.0058
15,1.1,0.12,0.09,1055253.26,160138695.0,3679098.66,2413288133.06,0.0024
16,1.1,0.12,0.09,1070395.03,160138695.0,3665387.35,2412062975.76,0.0038
17,1.09,0.13,0.09,1073559.09,160138695.0,3643449.94,2410045594.81,0.0053
18,1.09,0.13,0.09,1086714.89,160138695.0,3632530.52,2409157824.34,0.0031
19,1.09,0.13,0.09,1091624.98,160138695.0,3628975.66,2408822857.85,0.013
20,1.09,0.13,0.09,1096707.93,160138695.0,3625346.69,2408472650.52,0.0016
21,1.09,0.14,0.09,1103820.16,160138695.0,3621721.34,2408124266.25,0.0016
22,1.08,0.14,0.09,1109949.99,160138695.0,3618198.12,2407791121.2,0.0016
23,1.07,0.15,0.09,1102481.62,160138695.0,3578592.77,2406062350.65,0.009
24,1.07,0.15,0.09,1111102.54,160138695.0,3575135.24,2405807604.7,0.0017
25,1.07,0.15,0.09,1124406.62,160138695.0,3565763.48,2405416468.51,0.0031
26,1.06,0.16,0.09,1118009.09,160138695.0,3537333.48,2404792505.41,0.0059
27,1.06,0.16,0.09,1125854.52,160138695.0,3533796.15,2404681048.95,0.0016
28,1.06,0.16,0.09,1133392.74,160138695.0,3530262.36,2404528695.48,0.0131
29,1.05,0.16,0.09,1130651.69,160138695.0,3516162.5,2404314582.72,0.0038
30,1.05,0.16,0.09,1128878.29,160138695.0,3505624.58,2404086663.47,0.0031
31,1.05,0.17,0.09,1128662.39,160138695.0,3495118.23,2403779289.47,0.0031
32,1.05,0.17,0.09,1127304.59,160138695.0,3488131.5,2403700947.38,0.014
33,1.04,0.17,0.09,1126850.12,160138695.0,3484643.38,2403620408.31,0.0016
34,1.04,0.17,0.09,1126850.12,160138695.0,3484643.38,2403620408.31,0.0019
