,0,1,2,3,4,5,6,7,8
0,22.1,22.1,20.3,20.3,20.3,24.5,36.3,36.3,36.3
1,20.3,18.9,17.8,17.8,17.8,17.8,22.1,22.1,22.1
2,17.8,17.0,61.6,61.6,50.9,50.9,42.7,42.7,42.7
3,15.8,15.4,61.6,61.6,50.9,50.9,42.7,42.7,42.7
4,15.8,15.8,17.8,27.5,27.5,31.3,31.3,31.3,31.3
5,15.4,15.8,15.8,20.3,20.3,61.6,61.6,50.9,50.9
6,15.4,17.8,17.8,17.8,17.8,24.5,24.5,22.1,22.1
7,15.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
8,14.8,20.3,18.9,75.2,61.6,61.6,50.9,50.9,50.9
9,17.0,16.3,15.8,50.9,50.9,50.9,61.6,61.6,61.6
10,18.9,17.8,17.8,17.8,18.9,18.9,31.3,31.3,31.3
11,22.1,22.1,20.3,20.3,20.3,20.3,61.6,61.6,61.6
12,22.1,20.3,20.3,18.9,18.9,18.9,24.5,22.1,22.1
13,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
14,61.6,61.6,50.9,42.7,42.7,36.3,36.3,31.3,31.3
15,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3
16,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3
17,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6
18,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3
19,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
20,36.3,36.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3
21,31.3,27.5,24.5,24.5,22.1,22.1,20.3,22.1,22.1
22,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3
23,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9
24,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3
25,61.6,61.6,50.9,42.7,42.7,36.3,36.3,31.3,31.3
26,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5
27,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3
28,92.8,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3
29,50.9,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5
30,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
31,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
32,61.6,61.6,50.9,42.7,42.7,36.3,36.3,31.3,31.3
33,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3
34,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
35,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9
36,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,92.8
37,230.4,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8
38,230.4,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2
39,115.5,92.8,92.8,61.6,61.6,61.6,50.9,50.9,50.9
40,115.5,115.5,92.8,75.2,75.2,61.6,61.6,50.9,50.9
41,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3
42,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1
43,36.3,36.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3
44,31.3,31.3,27.5,24.5,24.5,24.5,22.1,50.9,50.9
45,22.1,22.1,20.3,20.3,20.3,20.3,20.3,22.1,22.1
46,22.1,22.1,20.3,20.3,61.6,61.6,50.9,50.9,50.9
47,17.8,17.0,17.0,16.3,20.3,20.3,20.3,20.3,20.3
