,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.94,0.0,0.0,0.0,1592844.0,64540.0,24991311.9,0.0
1,1.6,0.18,0.1,2007.2,1592844.0,53198.12,22602741.06,0.0296
2,1.43,0.26,0.1,3003.87,1592844.0,47554.9,22413674.22,0.0199
3,1.39,0.28,0.1,3546.06,1592844.0,46286.83,22391673.07,0.0052
4,1.34,0.31,0.1,4073.76,1592844.0,44559.0,22367779.48,0.0063
5,1.3,0.33,0.11,4464.86,1592844.0,43197.7,22352739.12,0.0057
6,1.28,0.34,0.11,4889.04,1592844.0,42383.97,22346138.77,0.0036
7,1.25,0.36,0.11,5582.91,1592844.0,41555.94,22333392.26,0.0058
8,1.22,0.37,0.11,5889.79,1592844.0,40650.7,22327291.35,0.0039
9,1.21,0.38,0.11,6294.71,1592844.0,40166.17,22324167.11,0.0025
10,1.2,0.38,0.11,6548.02,1592844.0,39805.89,22322346.99,0.0019
11,1.18,0.39,0.11,7050.62,1592844.0,39094.95,22317575.78,0.0033
12,1.17,0.4,0.11,7146.33,1592844.0,38861.27,22316497.08,0.0016
13,1.14,0.41,0.11,7577.79,1592844.0,37864.62,22311996.41,0.0046
14,1.13,0.42,0.11,7750.82,1592844.0,37563.18,22310836.9,0.0018
15,1.12,0.42,0.11,8073.01,1592844.0,37141.59,22309108.58,0.0021
16,1.11,0.43,0.11,8176.68,1592844.0,36956.6,22308628.23,0.0012
17,1.11,0.43,0.11,8176.68,1592844.0,36956.6,22308628.23,0.0006
