,0,1
0,14.0,14.0
1,14.0,14.0
2,14.0,14.0
3,14.8,14.1
4,14.0,14.3
5,14.0,14.3
6,14.0,14.2
7,14.0,14.3
8,15.4,14.6
9,14.0,15.1
10,17.0,14.8
11,14.0,15.8
12,14.0,14.6
13,15.8,14.8
14,27.5,14.0
15,14.8,17.0
16,17.8,17.8
17,14.0,15.1
18,14.0,14.8
19,22.1,14.3
20,20.3,17.0
21,15.8,14.5
22,14.8,22.1
23,15.4,15.8
24,17.0,15.8
25,14.6,17.8
26,14.0,17.0
27,15.8,17.0
28,15.4,18.9
29,16.3,17.0
30,15.8,14.8
31,20.3,20.3
32,61.6,14.8
33,36.3,20.3
34,20.3,14.8
35,31.3,22.1
36,36.3,24.5
37,15.8,17.0
38,17.0,15.8
39,14.0,17.8
40,36.3,14.8
41,17.8,15.8
42,17.0,20.3
43,14.3,14.8
44,14.3,15.4
45,15.8,15.4
46,27.5,22.1
47,230.4,24.5
