,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,50,5,3,0,10,0,minizinc_fw,0,5000,0,5000,114,2.1,1.23,77351.0,44662.22,1745617.5,0.42,0.1,0.0047443478260869604,50.57078260869565
1,50,5,3,0,10,0,ogsa_fw,0,5000,0,5000,110,2.1,1.21,77351.0,43924.36,1748399.06,0.43,0.1,0.004884684684684685,4.111779279279279
2,50,5,3,0,10,0,minizinc_fw,0,,,,26,2.1,1.13,77351.0,41554.87,1767920.0,0.46,0.09,0.005233333333333334,45.21296296296297
3,50,5,3,0,10,0,ogsa_fw,0,,,,28,2.1,1.13,77351.0,41579.98,1767920.0,0.46,0.09,0.005065517241379313,0.051782758620689665
