,0,1,2,3,4,5,6,7,8,9
0,14.5,14.1,14.1,14.1,14.2,14.2,14.2,14.2,14.2,14.2
1,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2,14.5,15.4,15.8,16.3,31.3,24.5,22.1,22.1,20.3,20.3
3,14.0,14.0,14.0,14.0,17.8,17.8,17.8,17.8,18.9,18.9
4,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,16.3,14.8,14.5,14.5,14.2,14.1,14.1,14.0,14.1,14.1
6,24.5,17.8,16.3,15.8,14.8,14.6,14.6,14.5,14.5,14.5
7,14.3,17.0,20.3,18.9,17.0,15.8,15.8,15.8,15.8,15.8
8,14.0,14.0,14.2,14.2,14.2,14.3,14.4,14.6,14.6,14.6
9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,15.8,14.6,14.5,14.4,14.2,14.1,14.1,14.1,14.1,14.1
11,15.8,15.8,18.9,17.8,15.8,15.4,15.4,15.1,15.1,15.1
12,14.0,14.0,14.3,14.2,14.2,14.3,14.3,14.3,14.3,14.3
13,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
14,92.8,31.3,22.1,22.1,17.8,16.3,15.8,15.8,15.8,15.8
15,230.4,61.6,50.9,75.2,36.3,31.3,27.5,24.5,24.5,24.5
16,14.3,14.0,14.0,14.5,14.4,14.3,14.3,14.3,14.3,14.3
17,14.5,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
18,92.8,31.3,24.5,22.1,17.8,17.0,16.3,15.8,15.8,15.8
19,42.7,115.5,61.6,50.9,31.3,24.5,24.5,22.1,22.1,22.1
20,14.0,20.3,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
21,14.0,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
22,230.4,61.6,36.3,36.3,22.1,20.3,18.9,17.8,17.8,17.8
23,20.3,15.8,15.1,14.8,14.5,14.3,14.3,14.3,14.3,14.3
24,24.5,17.0,17.8,17.0,16.3,15.8,16.3,17.8,17.8,17.8
25,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.2,14.2
26,16.3,14.8,14.5,14.5,14.2,14.1,14.1,14.0,14.0,14.0
27,50.9,22.1,17.8,17.8,15.8,15.4,15.1,14.8,14.8,14.8
28,14.5,14.8,14.8,14.8,15.4,15.4,15.4,15.4,15.4,15.4
29,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
30,27.5,17.8,16.3,15.8,14.8,14.6,14.6,14.5,14.5,14.5
31,144.6,42.7,31.3,24.5,20.3,17.8,17.8,17.0,17.0,17.0
32,14.5,24.5,18.9,17.8,16.3,15.4,15.4,15.1,15.1,15.1
33,14.0,31.3,75.2,61.6,36.3,27.5,24.5,24.5,22.1,22.1
34,14.0,14.0,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5
35,14.4,14.1,14.2,14.1,14.0,14.0,14.0,14.0,14.0,14.0
36,14.8,14.6,14.6,14.8,15.4,24.5,24.5,22.1,22.1,22.1
37,14.0,14.0,14.0,14.0,14.0,17.8,17.8,17.0,17.0,17.0
38,15.1,14.4,14.2,14.2,14.0,14.1,14.1,14.0,14.0,14.0
39,144.6,42.7,27.5,24.5,20.3,17.8,17.8,17.0,17.0,17.0
40,17.8,15.4,14.6,14.6,14.5,15.8,15.8,15.4,15.4,15.4
41,14.5,14.2,14.0,14.0,14.0,14.6,14.6,14.6,14.5,14.5
42,15.4,14.5,14.3,14.2,14.0,14.2,14.2,14.2,14.2,14.2
43,24.5,17.0,15.8,15.8,14.8,14.6,14.5,14.5,14.5,14.5
44,15.8,15.1,14.8,14.8,24.5,22.1,27.5,36.3,36.3,36.3
45,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
46,14.6,14.3,14.1,14.0,14.2,14.0,14.1,14.1,14.1,14.1
47,31.3,17.8,17.0,16.3,15.1,14.6,14.6,14.6,14.6,14.6
