,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.65,0.0,0.0,0.0,1138320.0,39214.0,18728722.1,0.0
1,1.56,0.06,0.1,1855.65,1138320.0,36988.5,16892589.66,0.0516
2,1.5,0.09,0.11,2753.86,1138320.0,35586.37,16637410.58,0.0256
3,1.5,0.09,0.11,3028.59,1138320.0,35689.6,16602098.85,0.0088
4,1.41,0.15,0.13,4256.49,1138320.0,33360.3,16316211.83,0.0292
5,1.35,0.18,0.13,4848.84,1138320.0,32009.65,16226737.57,0.0194
6,1.34,0.19,0.13,4969.11,1138320.0,31759.4,16219959.83,0.0072
7,1.38,0.16,0.13,5153.24,1138320.0,32826.43,16207976.87,0.0081
8,1.39,0.16,0.13,5199.51,1138320.0,33002.47,16207409.02,0.0022
9,1.39,0.16,0.13,5199.51,1138320.0,33002.47,16207409.02,0.0007
