,0,1,2,3,4,5,6,7,8,9,10,11,12
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,17.8,14.4,14.0,14.0,14.0,14.0,14.1,14.0,14.1,14.0,14.0,14.0,14.0
2,14.0,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
3,14.0,14.0,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
4,14.0,14.0,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
8,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
12,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
13,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.0,14.1,14.1,14.1
14,14.2,14.0,14.4,14.2,14.1,14.0,14.1,14.1,14.0,14.1,14.1,14.1,14.0
15,15.8,14.2,14.0,14.0,14.1,14.0,14.3,14.3,14.1,14.1,14.0,14.2,14.2
16,14.0,15.1,14.2,14.0,14.6,14.6,14.5,14.5,14.3,14.3,14.2,14.2,14.2
17,14.0,14.5,14.0,14.1,14.0,14.3,14.3,14.2,14.1,14.0,14.1,14.1,14.0
18,20.3,14.6,14.0,14.5,14.3,14.3,14.2,14.2,14.0,14.2,14.1,14.1,14.1
19,14.3,14.0,14.6,14.4,14.3,14.3,14.2,14.2,14.0,14.1,14.1,14.1,14.1
20,14.0,14.0,14.5,14.2,14.2,14.1,14.0,14.6,14.5,14.4,14.4,14.3,14.3
21,14.0,14.0,14.6,14.4,14.3,14.2,14.2,14.2,14.0,14.2,14.2,14.1,14.1
22,14.0,14.4,14.0,14.5,14.5,14.4,14.3,14.3,14.1,14.0,14.1,14.1,14.1
23,230.4,24.5,15.8,14.8,14.8,14.6,14.5,14.5,14.3,14.3,14.2,14.2,14.2
24,115.5,18.9,14.8,14.5,14.4,14.3,14.3,14.3,14.1,14.0,14.2,14.2,14.2
25,14.0,14.0,14.5,14.3,14.2,14.2,14.1,14.1,14.5,14.4,14.3,14.3,14.3
26,17.8,14.4,14.0,14.1,14.1,14.0,14.5,14.5,14.3,14.3,14.2,14.2,14.2
27,230.4,24.5,15.8,14.8,14.6,14.6,14.5,14.5,14.3,14.3,14.2,14.2,14.2
28,14.6,14.0,14.3,14.1,14.0,14.5,14.5,14.4,14.3,14.2,14.2,14.2,14.2
29,14.0,14.6,14.0,14.2,14.1,14.2,14.1,14.1,14.3,14.2,14.2,14.2,14.2
30,14.0,14.0,14.2,14.0,14.4,14.3,14.3,14.2,14.1,14.1,14.0,14.2,14.2
31,14.0,14.4,14.0,14.3,14.3,14.3,14.2,14.2,14.0,14.2,14.2,14.1,14.2
32,14.0,14.0,14.0,14.5,14.4,14.3,14.3,14.2,14.1,14.1,14.1,14.0,14.2
33,14.0,27.5,16.3,15.4,14.8,14.8,14.6,14.6,14.4,14.3,14.3,14.3,14.3
34,14.8,14.0,14.5,14.3,14.2,14.1,14.1,14.1,14.2,14.1,14.1,14.1,14.0
35,14.5,14.0,14.4,14.2,14.1,14.1,14.1,14.1,14.0,14.2,14.2,14.2,14.1
36,14.6,14.0,15.8,14.8,14.8,14.6,14.5,14.5,14.3,14.3,14.2,14.2,14.2
37,22.1,14.8,14.2,14.0,14.3,14.3,14.3,14.2,14.1,14.0,14.2,14.2,14.2
38,14.0,17.8,14.6,14.4,14.3,14.3,14.2,14.1,14.3,14.2,14.2,14.2,14.2
39,17.0,14.4,14.0,14.6,14.6,14.5,14.5,14.4,14.2,14.2,14.2,14.2,14.1
40,14.5,14.0,14.6,14.3,14.3,14.2,14.1,14.2,14.0,14.2,14.1,14.1,14.1
41,14.0,14.0,14.0,14.0,14.0,14.3,14.2,14.2,14.0,14.1,14.1,14.0,14.2
42,14.6,14.0,14.1,14.0,14.2,14.1,14.1,14.1,14.2,14.1,14.1,14.1,14.1
43,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.1
44,14.0,14.6,14.1,14.0,14.0,14.1,14.1,14.1,14.1,14.0,14.0,14.1,14.0
45,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.0,14.0,14.0,14.0,14.1
46,14.0,14.0,14.0,14.0,14.1,14.0,14.1,14.1,14.0,14.0,14.0,14.0,14.0
47,75.2,17.8,14.8,14.4,14.3,14.3,14.2,14.2,14.0,14.0,14.0,14.1,14.0
