,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,2.51,1.31,35101.0,18273.65,671492.0,0.48,0.1,651.31,0.005670588235294118,64.95823529411766
