,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5,5,3,0,10,0,minizinc_fw,0,5000,0,5000,6,5.91,3.02,17234.0,8799.99,139914.23,0.49,0.17,0.004342857142857143,10.902857142857142
1,5,5,3,0,10,0,ogsa_fw,0,5000,0,5000,6,5.91,3.02,17234.0,8800.01,139914.05,0.49,0.17,0.004614285714285715,0.48584285714285713
2,5,5,3,0,10,0,minizinc_fw,0,,,,2,5.91,3.09,17234.0,8999.99,139939.0,0.48,0.17,0.007766666666666667,7.47
3,5,5,3,0,10,0,ogsa_fw,0,,,,7,5.91,3.07,17234.0,8942.32,139939.0,0.48,0.17,0.004200000000000001,0.011
