,0,1,2,3,4,5,6
0,1250.253,1230.6407806118043,1219.3311996757993,1227.8281899808553,1230.1591427908745,1251.6232821065441,1251.6232821065441
1,1187.039,1170.4836451372707,1167.154980417614,1159.9927818894366,1160.910785107547,1174.0359916442144,1174.0359916442144
2,1142.28,1193.1986277344229,1359.5012544331619,1348.6634655854614,1347.316253119876,1340.5989853041265,1340.5989853041265
3,1034.826,1086.6761336358425,1499.2510598139063,1487.3297983683233,1486.385984569955,1481.7097005682465,1481.7097005682465
4,1071.348,1062.3465184877084,1225.1717301812164,1215.5525539823504,1218.3980594283682,1239.4504810108217,1239.4504810108217
5,1205.675,1207.5106496010883,1189.2853300558504,1179.986530058467,1183.3958825284087,1212.907962035241,1212.907962035241
6,1105.801,1233.3452584020583,1210.1206872455557,1200.518707113616,1200.8295424065027,1204.73269683005,1204.73269683005
7,1062.117,1525.5701600348602,1496.8588361639547,1491.2141276041175,1505.7306884765135,1519.9488661359449,1519.9488661359449
8,973.803,1184.183283078293,1162.0586459765668,1163.1154803373408,1180.6191478570036,1244.1259080212656,1244.1259080212656
9,1222.244,1203.4631437133141,1184.3590121695668,1182.0548248309183,1182.4245370060873,1199.706999069008,1199.706999069008
10,1202.453,1187.2247833847375,1223.5409867803182,1331.5678374845006,1330.600032647016,1325.3292945168575,1325.3292945168575
11,1078.048,1063.5078244486326,1096.3231089850483,1212.1895987960654,1211.4098581972692,1209.0429886293675,1209.0429886293675
12,1216.564,1197.2565602844788,1179.693357393311,1187.1045125630806,1186.1580080505173,1182.5443742045823,1182.5443742045823
13,1342.347,1321.029780362899,1296.153574566433,1285.8249663509207,1284.5748423845698,1278.3429819954008,1278.3429819954008
14,1516.763,1492.6759569266153,1464.567453196479,1452.89216640055,1451.4392762341495,1444.1951426313067,1444.1951426313067
15,1509.854,1485.8789942646065,1457.9076356276173,1446.4833714744627,1445.0406871029884,1437.8474996489322,1437.8474996489322
16,1268.244,1248.1068169999044,1224.614572225752,1215.0244235417565,1213.8170861182148,1207.7973273369635,1207.7973273369635
17,1354.664,1333.1512430499752,1308.0469104333188,1297.6312765777245,1296.333787301147,1289.8639559732349,1289.8639559732349
18,1561.8,1536.9977442276665,1508.0546192135894,1496.0323234436394,1494.5362911201958,1487.07705003245,1487.07705003245
19,1535.023,1510.64605733696,1482.1994608707455,1470.3834512823598,1468.9130868310774,1461.5818211733756,1461.5818211733756
20,1418.706,1396.1764903122214,1369.8857091435727,1358.9652942832363,1357.6063769889531,1350.8308585122986,1350.8308585122986
21,1402.413,1380.1422163661612,1354.154430313856,1343.3592905632504,1342.0160222726872,1335.3185848799008,1335.3185848799008
22,1391.447,1369.3502037616288,1343.564869471539,1332.8539988231805,1331.5211838243574,1324.8757469271775,1324.8757469271775
23,1551.197,1526.5633798750262,1497.816969807693,1485.8789996504152,1484.3933846507648,1476.9860645420072,1476.9860645420072
24,1367.765,1346.044144215527,1320.6968753963733,1310.1692344342782,1308.859121199844,1302.3268407258822,1302.3268407258822
25,1468.75,1445.445201461661,1418.2482428396488,1406.972182337562,1405.5686391552242,1398.5699564741944,1398.5699564741944
26,1321.011,1300.0509023553486,1275.58918226404,1265.4514760272857,1264.1900785512585,1257.8996774623001,1257.8996774623001
27,1363.53,1341.876700110043,1316.6090569031062,1306.1162762946117,1304.810288018317,1298.29839497535,1298.29839497535
28,1495.543,1471.7929423712878,1444.077685607984,1432.5654255030272,1431.132861077524,1423.9900719438253,1423.9900719438253
29,1509.539,1485.5669956901029,1457.5928688768747,1445.9776083482718,1444.5316977399236,1437.3242758808199,1437.3242758808199
30,1384.901,1362.908570790016,1337.2454989355572,1326.593520818288,1325.2680682974697,1318.661776444771,1318.661776444771
31,1384.667,1362.6801131048228,1337.026164047973,1326.3785971473753,1325.053521550228,1318.4462741530047,1318.4462741530047
32,1388.335,1366.289704411821,1340.5666723018421,1329.8846780119102,1328.5548623338984,1321.924285269113,1321.924285269113
33,1628.266,1602.4082270473848,1572.2333606149537,1559.6994283290314,1558.1397289007025,1550.3630426098975,1550.3630426098975
34,1629.53,1603.6521540218394,1573.453863264899,1560.9102010635886,1559.3492908625249,1551.5665676395035,1551.5665676395035
35,1657.957,1631.627717394333,1600.9026202506752,1588.1401350234635,1586.55199488844,1578.6335027792607,1578.6335027792607
36,1597.85,1572.4754406718191,1542.8645759482997,1530.5649964739036,1529.0344754774296,1521.4032733144466,1521.4032733144466
37,1459.535,1436.3568489131815,1409.3090003784005,1398.0739660090442,1396.6759040430352,1389.7051447241022,1389.7051447241022
38,1602.203,1576.759122035344,1547.0672525725897,1534.733945907523,1533.1992119616157,1525.5470039653871,1525.5470039653871
39,1622.918,1597.145188033671,1567.069429616655,1554.5766724495259,1553.0220977770764,1545.270958610029,1545.270958610029
40,1482.698,1459.1534367941933,1431.6788302393402,1420.2679655607485,1418.8484205951877,1411.7705766429974,1411.7705766429974
41,1379.23,1357.3273277048743,1331.7680189529124,1321.1515442271477,1319.8305566829206,1313.2440816814756,1313.2440816814756
42,1464.288,1441.034448022922,1413.8986100160148,1402.6270507983777,1401.2244607475793,1394.2311243254785,1394.2311243254785
43,1399.935,1377.703250778178,1351.759848622936,1340.9838464438353,1339.6428945973917,1332.956887247859,1332.956887247859
44,1389.92,1367.8473104489522,1342.0894861652632,1331.3902976345817,1330.0589133369472,1323.4206099387723,1323.4206099387723
45,1460.939,1438.007029326155,1412.0689981613223,1400.811905130882,1399.411093225751,1392.4266226663826,1392.4266226663826
46,1224.162,1213.3908208447597,1410.9024829120528,1540.16393699802,1547.1662290610222,1598.0602749274328,1598.0602749274328
47,1064.822,1049.5331514135892,1078.8679809478242,1146.5501380416895,1148.5486429036478,1166.6872118683998,1166.6872118683998
