,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,14.6,20.3,20.3,18.9,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
1,14.3,17.0,16.3,16.3,17.0,31.3,31.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3
2,14.6,14.8,14.6,14.6,14.6,17.8,18.9,20.3,22.1,27.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5
3,14.8,15.4,15.4,15.4,15.1,14.8,14.8,15.1,15.1,15.8,15.8,15.8,15.4,15.4,15.8,15.8,15.8,15.8,15.8
4,14.4,14.8,15.4,27.5,24.5,24.5,22.1,22.1,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8
5,14.5,14.5,14.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3
6,15.4,15.1,14.8,15.8,22.1,20.3,20.3,18.9,17.8,17.8,17.8,17.8,18.9,18.9,18.9,17.8,17.8,17.8,17.8
7,14.8,14.6,14.6,14.6,17.8,17.8,17.0,17.0,16.3,15.8,15.8,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0
8,15.8,15.4,15.1,15.1,15.4,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3
9,15.8,15.4,15.1,14.8,14.8,27.5,24.5,24.5,22.1,27.5,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
10,15.4,14.8,15.4,15.1,14.8,16.3,15.8,15.8,15.4,20.3,20.3,20.3,20.3,18.9,18.9,18.9,18.9,20.3,20.3
11,14.8,14.6,17.8,17.8,17.0,16.3,15.8,15.8,15.4,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8
12,14.6,14.5,36.3,36.3,31.3,27.5,24.5,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
13,14.6,14.5,17.0,16.3,15.8,15.8,15.4,24.5,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5
14,17.0,16.3,15.8,15.8,15.4,15.4,15.1,15.8,15.8,15.4,15.4,15.8,15.4,15.8,15.8,15.8,16.3,15.8,15.8
15,36.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,18.9,18.9,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8
16,31.3,24.5,24.5,22.1,22.1,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,16.3,17.0,17.0,17.8,17.8,17.8
