,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,2.06,0.0,0.0,0,3261238,139825,48430192.6,,48430192.6
1,1.71,0.17,0.05,0,3261238,116502,46045192.6,,46045192.6
2,1.38,0.33,0.06,0,3261238,94045,45747949.7,,45747949.7
3,1.43,0.3,0.05,0,3261238,97378,45781171.6,,45781171.6
4,1.68,0.18,0.05,0,3261238,114076,46128891.0,,46128891.0
5,1.48,0.28,0.06,0,3261238,100250,45748610.9,,45748610.9
