,0,1,2,3,4,5,6,7,8,9,10
0,24.5,24.5,22.1,22.1,22.1,31.3,31.3,31.3,31.3,31.3,31.3
1,24.5,22.1,22.1,20.3,20.3,75.2,75.2,61.6,61.6,61.6,61.6
2,20.3,20.3,18.9,18.9,17.8,22.1,22.1,22.1,22.1,22.1,22.1
3,18.9,17.8,18.9,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
4,16.3,15.8,15.8,36.3,36.3,36.3,36.3,61.6,61.6,61.6,61.6
5,15.8,18.9,17.8,18.9,17.8,17.8,18.9,22.1,22.1,22.1,22.1
6,15.1,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
7,14.8,22.1,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
8,15.8,15.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9
9,15.8,15.8,24.5,24.5,75.2,61.6,61.6,61.6,61.6,61.6,61.6
10,17.0,17.0,16.3,16.3,31.3,36.3,36.3,61.6,61.6,61.6,61.6
11,20.3,18.9,17.8,17.8,17.8,20.3,20.3,31.3,31.3,31.3,31.3
12,36.3,31.3,31.3,27.5,24.5,24.5,24.5,27.5,24.5,24.5,24.5
13,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
14,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
15,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
16,115.5,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
17,230.4,230.4,182.1,144.6,144.6,115.5,115.5,115.5,115.5,115.5,115.5
18,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,75.2
19,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
20,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3
21,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,31.3,27.5,27.5
22,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
23,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
24,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
25,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
26,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
27,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
28,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
29,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
30,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,24.5
31,50.9,36.3,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
32,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
33,144.6,144.6,115.5,115.5,115.5,92.8,92.8,75.2,75.2,75.2,75.2
34,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6
35,144.6,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6
36,230.4,182.1,144.6,144.6,115.5,115.5,115.5,92.8,92.8,92.8,92.8
37,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,92.8
38,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,75.2
39,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3
40,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
41,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
42,31.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
43,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
44,31.3,31.3,27.5,24.5,24.5,36.3,36.3,31.3,61.6,61.6,61.6
45,20.3,20.3,18.9,18.9,17.8,18.9,22.1,20.3,22.1,22.1,22.1
46,31.3,31.3,27.5,24.5,24.5,24.5,61.6,61.6,61.6,75.2,75.2
47,18.9,18.9,17.8,17.8,17.8,17.8,20.3,20.3,20.3,20.3,20.3
