,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,22.1,20.3,18.9,18.9,18.9,17.8,20.3,20.3,24.5,24.5,24.5,36.3,36.3,36.3
1,20.3,20.3,18.9,17.8,22.1,22.1,22.1,20.3,22.1,22.1,22.1,24.5,22.1,22.1
2,18.9,17.8,17.8,17.8,75.2,61.6,61.6,75.2,61.6,61.6,61.6,61.6,50.9,50.9
3,17.0,17.0,17.0,16.3,24.5,22.1,22.1,61.6,50.9,50.9,50.9,50.9,50.9,50.9
4,15.4,22.1,22.1,20.3,20.3,20.3,18.9,24.5,24.5,22.1,22.1,22.1,22.1,22.1
5,14.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
6,14.5,22.1,115.5,92.8,92.8,75.2,61.6,61.6,61.6,92.8,92.8,75.2,75.2,75.2
7,14.6,14.8,24.5,24.5,24.5,22.1,22.1,22.1,20.3,24.5,24.5,22.1,22.1,22.1
8,15.8,15.8,17.0,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
9,15.8,15.8,15.8,36.3,42.7,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6
10,17.0,17.0,17.0,17.0,17.8,50.9,50.9,50.9,42.7,36.3,36.3,61.6,61.6,61.6
11,20.3,18.9,17.8,17.8,17.8,24.5,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5
12,22.1,20.3,20.3,20.3,18.9,24.5,24.5,24.5,50.9,50.9,50.9,42.7,42.7,42.7
13,20.3,20.3,18.9,17.8,17.8,22.1,20.3,20.3,42.7,42.7,50.9,50.9,42.7,42.7
14,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,24.5,22.1,31.3,31.3,27.5,27.5
15,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,24.5,50.9,50.9,50.9,50.9
16,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5
17,92.8,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
18,230.4,144.6,144.6,115.5,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6
19,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
20,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
21,92.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,42.7,42.7
22,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,27.5,27.5
23,42.7,36.3,31.3,31.3,31.3,27.5,24.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3
24,27.5,24.5,24.5,22.1,22.1,22.1,20.3,22.1,22.1,31.3,31.3,31.3,27.5,27.5
25,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,36.3,31.3,31.3,31.3,31.3
26,36.3,31.3,27.5,27.5,24.5,24.5,22.1,24.5,22.1,24.5,24.5,24.5,24.5,24.5
27,36.3,31.3,31.3,27.5,24.5,24.5,22.1,24.5,36.3,31.3,36.3,50.9,50.9,50.9
28,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,24.5,22.1,24.5,42.7,36.3,36.3
29,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,27.5
30,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9
31,115.5,92.8,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
32,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5
33,230.4,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6
34,115.5,92.8,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
35,230.4,144.6,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6
36,182.1,144.6,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9
37,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7
38,182.1,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9
39,115.5,92.8,92.8,75.2,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,42.7
40,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5
41,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
42,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3
43,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3
44,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
45,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
46,24.5,24.5,22.1,22.1,22.1,20.3,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9
47,22.1,20.3,20.3,20.3,18.9,17.8,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
