,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.24,1.07,828815.0,712891.12,32057898.0,0.14,0.12,0.005660869565217391,1.225995652173913
