,0,1,2,3,4
0,2.076,2.076,2.076,2.076,2.076
1,9.393,9.393,9.393,9.393,9.393
2,30.3,30.3,30.3,30.3,30.3
3,27.2,27.2,27.2,27.2,27.2
4,19.34,19.34,19.34,19.34,19.34
5,20.09,20.09,20.09,20.09,20.09
6,28.419,28.419,28.419,28.419,28.419
7,22.035,22.035,22.035,22.035,22.035
8,31.165,31.165,31.165,31.165,31.165
9,24.731,24.731,24.731,24.731,24.731
10,5.897,5.897,5.897,5.897,5.897
11,8.367,8.367,8.367,8.367,8.367
12,7.173,7.173,7.173,7.173,7.173
13,14.122,14.122,14.122,14.122,14.122
14,15.384,15.384,15.384,15.384,15.384
15,21.302,21.302,21.302,21.302,21.302
16,13.143,13.143,13.143,13.143,13.143
17,37.875,37.875,37.875,37.875,37.875
18,38.652,38.652,38.652,38.652,38.652
19,28.856,28.856,28.856,28.856,28.856
20,29.789,29.789,29.789,29.789,29.789
21,24.857,24.857,24.857,24.857,24.857
22,24.12,24.12,24.12,24.12,24.12
23,19.406,19.406,19.406,19.406,19.406
24,11.942,11.942,11.942,11.942,11.942
25,20.13,20.13,20.13,20.13,20.13
26,22.9,22.9,22.9,22.9,22.9
27,33.06,33.06,33.06,33.06,33.06
28,12.618,12.618,12.618,12.618,12.618
29,37.62,37.62,37.62,37.62,37.62
30,38.435,38.435,38.435,38.435,38.435
31,17.998,17.998,17.998,17.998,17.998
32,16.012,16.012,16.012,16.012,16.012
33,33.226,33.226,33.226,33.226,33.226
34,22.569,22.569,22.569,22.569,22.569
35,15.195,15.195,15.195,15.195,15.195
36,32.806,32.806,32.806,33.008681786619405,33.008681786619405
37,17.45,18.171012325085027,19.55927410209634,20.88512228151285,20.88512228151285
38,14.656,19.550533556479234,24.84918916242654,27.44042938504202,27.44042938504202
39,17.653,32.16477813317024,45.15332064111824,41.0775370130345,41.0775370130345
40,60.685,41.195185769360734,33.55682179503209,36.87720792741068,36.87720792741068
41,79.185,53.75365881431704,43.77581780827846,39.827737503730674,39.827737503730674
42,37.882,54.51827547412236,44.398505088198036,40.391499249575475,40.391499249575475
43,15.559,21.789574212316097,29.659267272561404,31.98958714113154,31.98958714113154
44,21.452,23.37898171514931,23.563307373734812,25.279439125534648,25.279439125534648
45,25.854,25.854,25.86049675655415,26.404758586408278,26.404758586408278
46,26.716,26.716,26.716,26.716,26.716
47,15.396,15.396,15.396,15.396,15.396
