,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,6.41,3.31,7800.0,4027.14,58367.0,0.48,0.14,0.0,0.00845,3.005
