,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.17,0.0,0.0,0.0,260378540.0,6371544.0,4693427069.7,0.0
1,1.16,0.01,0.03,2295331.92,260378540.0,6283589.44,4552460165.0,0.0124
2,1.15,0.02,0.05,4045845.17,260378540.0,6215375.06,4456969405.69,0.0099
3,1.13,0.03,0.07,5727043.82,260378540.0,6153897.92,4384561111.23,0.0091
4,1.12,0.04,0.08,7136094.5,260378540.0,6087188.94,4332897666.64,0.0102
5,1.11,0.05,0.08,8182044.94,260378540.0,6032756.87,4295081099.36,0.0083
6,1.11,0.06,0.09,8845987.75,260378540.0,5996814.02,4275320964.7,0.0058
7,1.1,0.07,0.09,9468434.28,260378540.0,5957119.63,4258671811.59,0.0068
8,1.09,0.07,0.09,9713529.82,260378540.0,5933374.63,4248104304.56,0.0042
9,1.09,0.07,0.1,9883533.08,260378540.0,5921513.88,4243340738.29,0.0026
10,1.09,0.07,0.1,10049944.55,260378540.0,5897863.73,4237654765.5,0.0042
11,1.09,0.08,0.1,10139126.62,260378540.0,5891970.95,4235668618.56,0.0018
12,1.08,0.08,0.1,10270519.91,260378540.0,5874313.01,4231782647.37,0.0035
13,1.08,0.08,0.1,10364229.87,260378540.0,5862570.43,4228913825.59,0.0026
14,1.08,0.08,0.1,10432978.21,260378540.0,5856798.04,4227257273.74,0.0018
15,1.07,0.09,0.1,10755755.94,260378540.0,5804292.16,4218935725.41,0.0075
16,1.06,0.1,0.1,10772716.85,260378540.0,5758020.64,4212562986.5,0.0075
17,1.05,0.1,0.1,10777350.94,260378540.0,5717837.09,4208461495.41,0.0065
18,1.05,0.11,0.1,10806927.46,260378540.0,5700702.6,4206421638.99,0.0034
19,1.05,0.11,0.1,10826150.83,260378540.0,5695002.52,4205838164.06,0.0018
20,1.05,0.11,0.1,10858033.47,260378540.0,5683619.47,4204813722.81,0.0026
21,1.05,0.11,0.1,10893027.14,260378540.0,5672269.32,4203689988.13,0.0026
22,1.04,0.11,0.1,10928796.65,260378540.0,5666597.67,4203460567.62,0.0018
23,1.04,0.11,0.1,10952335.08,260378540.0,5660931.79,4203098442.88,0.0018
24,1.04,0.11,0.1,10986213.52,260378540.0,5655271.57,4202811410.78,0.0018
25,1.04,0.11,0.1,11003165.7,260378540.0,5649617.02,4202363848.97,0.0019
26,1.04,0.11,0.1,11045116.92,260378540.0,5643968.04,4201502006.05,0.0018
27,1.04,0.12,0.1,11085431.81,260378540.0,5638324.67,4200895957.36,0.0018
28,1.04,0.12,0.1,11085431.81,260378540.0,5638324.67,4200895957.36,0.001
