,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1196.055,1179.546171785196,1161.9656868847526,1150.5413836778355,1177.3227192511188,1230.2115955643917,1223.0934760613195,1217.3798673314027,1277.315555333573,1266.1149723752153,1398.1357823061694,1389.9305606104278,1384.4273280992334,1381.666202696363,1381.666202696363
1,1141.674,1125.9271684184803,1258.8535090176608,1246.3231439971357,1238.2451943795004,1228.0950717677258,1220.824498985509,1214.8058208901462,1229.027908962929,1218.0862235050606,1245.487110685412,1238.1101599250585,1233.1841145141107,1230.7207885641967,1230.7207885641967
2,1060.977,1046.303804329801,1451.323881738635,1436.8815028353536,1468.6617393896597,1454.0410557529153,1445.3385909752146,1438.1263519301176,1428.089617835879,1415.2881027218295,1404.0053468097883,1395.6023527350962,1390.0283153512628,1387.2496507478756,1387.2496507478756
3,1055.176,1041.5604166549451,1201.74545194376,1190.0808743044508,1452.0405126134945,1437.5908801025705,1429.010391083435,1430.7201412065617,1431.4605809356904,1510.7380281384321,1498.6951930924351,1489.8555687897585,1483.931448104481,1480.9663365057202,1480.9663365057202
4,1107.34,1110.5438131268347,1097.8311042310356,1086.9776632586384,1219.7069827078685,1207.5667640714005,1200.342343619857,1198.395474535611,1193.736323313442,1264.6424031412466,1254.5612409363584,1247.1205668886705,1242.1504939462272,1239.6679028748288,1239.6679028748288
5,1122.838,1512.444390212929,1486.9375031444702,1472.1348621800494,1458.938521801443,1444.414614050297,1435.769763718571,1428.605258247095,1418.6349721985755,1405.918209321019,1394.7101586952836,1386.3627965072214,1380.825661947911,1378.065391449677,1378.065391449677
6,932.632,1352.6338535295884,1510.6525461508609,1507.5214763476731,1494.0093078605632,1479.1437923036215,1534.0621094983442,1526.409050382853,1577.9180967519655,1563.7753980078771,1551.322565148833,1542.1568986706882,1536.0146720974876,1545.0432981819647,1545.0432981819647
7,983.612,1013.0794723453213,1146.3332523996626,1191.700781525848,1181.018966001847,1169.2632640335876,1214.6828908422533,1208.623512270002,1259.0978227545686,1247.81325289721,1237.8826601104272,1230.5583323424823,1225.6535862662254,1232.0079703122792,1232.0079703122792
8,1203.904,1187.1787281875374,1167.2845013213032,1461.8600050814257,1448.7797303798416,1434.4622698264823,1425.8769844738335,1418.7618440696674,1408.8602625319024,1396.2311388998112,1385.1003221133276,1376.8104809742813,1371.3115023954128,1368.5702646951245,1368.5702646951245
9,1106.037,1090.6808685158148,1072.4826693178206,1318.7094099084363,1307.2019518063348,1486.161248303627,1477.2717504989755,1475.8290749843031,1465.529212267593,1452.3920854888443,1440.813534550956,1432.1902367520013,1426.4700632190852,1423.6185535607103,1423.6185535607103
10,1184.166,1167.6967578322972,1148.017470782459,1147.4817611896103,1137.6639580361964,1302.8073600344019,1295.3480419366563,1425.3995185407862,1415.4516054617661,1402.7634054428925,1391.580521034234,1383.2519017601587,1377.7271961209121,1374.9740789758666,1374.9740789758666
11,1285.579,1267.6978879408807,1246.3188584328939,1233.9220080005257,1223.2143021721583,1216.5945924838716,1209.7477739551568,1353.3365951218452,1343.9128279713411,1331.8999621087817,1334.9667963830332,1342.3297846479586,1348.1809853905945,1350.9471376517986,1350.9471376517986
12,1324.481,1306.0587163546008,1284.0327775712985,1271.2504358402794,1260.119056680578,1250.6787952113764,1243.265786593732,1253.2077488424015,1244.9930425944858,1234.2344025314424,1244.9661896861383,1260.2700282930027,1272.0504028851105,1293.2440539527433,1293.2440539527433
13,1385.302,1366.0333594347157,1342.99591703609,1329.626361220734,1317.786273294756,1304.8135449178815,1297.0226735614954,1290.6874133908834,1284.6005614126514,1273.5783098843922,1264.7097061019704,1260.399577763694,1260.9426401798473,1276.8171356811276,1276.8171356811276
14,1398.593,1379.1399769187744,1355.8834350794368,1342.3873644446028,1330.3560815447745,1317.113850073832,1309.2558369368896,1302.7405813005032,1308.7358823351133,1315.5370234660093,1306.080634311152,1298.8956020527473,1294.0094869279217,1294.5649380895527,1294.5649380895527
15,1332.201,1313.6752585125996,1291.52532147607,1278.6733979981993,1267.2163450464864,1254.6096258895232,1247.1213566589618,1240.9092215763135,1262.6238522314054,1326.2783240989643,1318.3903628031794,1311.2538886368934,1395.2788944897882,1392.489807941703,1392.489807941703
16,1316.858,1298.5450022196999,1276.6495912202013,1263.9446225353392,1252.6182011651542,1240.1542498134588,1232.7410349843321,1226.5945101582574,1228.1997055769048,1242.31747697568,1234.87482553335,1228.0307347789428,1310.7952815123106,1308.1757113895674,1308.1757113895674
17,1428.907,1409.0318833891465,1385.2691160988513,1371.47864588195,1359.1846948736143,1345.6541669829041,1337.600603391284,1330.9261326713818,1321.6376643201675,1309.7912539980491,1301.6459393515788,1294.223018678157,1305.719056169974,1303.1360641996903,1303.1360641996903
18,1396.094,1376.6752913172986,1353.4582243860546,1339.9844453619082,1327.972864793086,1314.7529847238616,1306.8843114604426,1300.363070434195,1291.287930679112,1279.7134972381546,1270.2777678753303,1262.7981700889395,1259.2087620097063,1256.708117433449,1256.708117433449
19,1662.73,1639.6024848573493,1611.9511175151538,1595.90395104426,1581.5981341720508,1565.8531352863292,1556.4814729780564,1548.714614870862,1537.9060814228392,1524.1201623184365,1511.969791140308,1502.9206277086278,1496.9179686933921,1493.9256356709739,1493.9256356709739
20,1532.8,1511.486404886309,1485.9987264382044,1471.2128277623544,1458.0301668842626,1443.5325441826055,1435.2763794219254,1428.219400603466,1432.9795812071977,1420.1366613180762,1408.878247611685,1405.8995316082867,1400.2845629570506,1397.4855960146997,1397.4855960146997
21,1322.905,1304.514457520969,1282.5371439684086,1269.7806221705978,1258.4379489196187,1245.9356131371467,1239.3602989314213,1233.5234977186278,1287.5327523258466,1275.9941230346565,1277.7542722826147,1302.2388377861578,1297.0383816230785,1294.446725336214,1294.446725336214
22,1305.938,1287.7795074239152,1266.073461369375,1253.4767459497925,1242.2621055992201,1229.9136445435815,1223.2419653431098,1217.2943825830264,1280.040210313078,1268.5788742116983,1293.601333178127,1323.9228489077864,1318.6508640826694,1316.0591648523682,1316.0591648523682
23,1353.821,1334.9902679100765,1312.4762560544673,1299.410775998136,1287.7628563841522,1274.9435604638802,1267.4358642500213,1261.1145502058077,1263.483642596093,1252.1605646493665,1253.937371973641,1259.1377117172033,1254.123632260253,1251.641772546365,1251.641772546365
