,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.25,0.0,0.0,0,124931331,3246345,2062532811.7,
1,1.06,0.15,0.08,0,124931331,2760799,1892346571.7,
2,1.05,0.16,0.08,0,124931331,2739753,1888848810.1,
3,1.06,0.15,0.08,0,124931331,2748591,1891174671.1,
4,1.05,0.16,0.08,0,124931331,2742151,1889932445.5,
5,1.08,0.13,0.08,0,124931331,2809203,1890380776.1,
