,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.18,0.0,0.0,0.0,163810593.0,4014031.0,3044450701.2,0.0
1,1.16,0.02,0.04,254643.46,163810593.0,3946335.66,2921874873.88,0.0271
2,1.14,0.03,0.07,423918.52,163810593.0,3895339.99,2842144368.06,0.0232
3,1.13,0.04,0.09,587053.15,163810593.0,3841158.29,2784640623.73,0.0251
4,1.12,0.05,0.1,678939.58,163810593.0,3806725.82,2754437057.97,0.0202
5,1.11,0.05,0.1,698979.96,163810593.0,3799116.18,2750155446.27,0.0154
6,1.11,0.06,0.1,714800.81,163810593.0,3791521.74,2747609730.26,0.0149
7,1.11,0.05,0.1,770550.92,163810593.0,3800492.07,2738347482.89,0.0186
8,1.11,0.06,0.1,803252.12,163810593.0,3786690.45,2725905539.21,0.0165
9,1.1,0.06,0.11,844524.51,163810593.0,3763916.31,2712904426.18,0.0187
10,1.1,0.06,0.11,844524.51,163810593.0,3763916.31,2712904426.18,0.013
