,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,10,1,3,0,6,0,minizinc_fw,0,5000,0,5000,2,7.24,3.72,11700.0,6010.87,77550.0,0.49,0.14,12.64,0.02576666666666667,4.433333333333334
1,10,1,3,0,6,0,minizinc_fw,0,,,,4,7.24,3.68,11700.0,5952.95,77550.0,0.49,0.14,12.51,0.016399999999999998,3.582
2,10,50,3,0,6,0,minizinc_fw,0,5000,0,5000,5,7.24,3.28,11700.0,5302.62,77550.0,0.55,0.14,0.0,0.0353,5.415
3,10,50,3,0,6,0,minizinc_fw,0,,,,4,7.24,3.68,11700.0,5952.95,77550.0,0.49,0.14,12.51,0.017359999999999997,3.5060000000000002
4,100,1,3,0,6,0,minizinc_fw,0,5000,0,5000,23,2.25,1.22,29115.0,15809.31,621720.0,0.46,0.06,2131.92,0.006758333333333334,96.83500000000002
5,100,1,3,0,6,0,minizinc_fw,0,,,,13,2.25,1.17,29115.0,15102.35,621720.0,0.48,0.06,655.2,0.0044142857142857135,67.43071428571429
6,100,50,3,0,6,0,minizinc_fw,0,5000,0,5000,53,2.25,1.41,29115.0,18316.97,621720.0,0.37,0.06,8029.56,0.00504814814814815,100.10018518518518
7,100,50,3,0,6,0,minizinc_fw,0,,,,13,2.25,1.17,29115.0,15102.35,621720.0,0.48,0.06,655.2,0.004707142857142857,67.19999999999999
