,0,1
0,14.3,14.3
1,14.5,14.0
2,14.0,14.0
3,14.5,14.0
4,14.0,14.2
5,14.0,14.6
6,14.0,14.0
7,14.0,20.3
8,14.0,14.0
9,14.0,20.3
10,14.0,15.8
11,15.4,14.0
12,17.0,14.0
13,50.9,14.0
14,14.0,14.0
15,14.0,15.4
16,14.1,14.6
17,14.0,14.0
18,14.0,14.0
19,14.1,14.0
20,14.5,14.0
21,14.0,14.0
22,14.4,17.8
23,17.0,14.0
24,17.8,24.5
25,17.8,24.5
26,230.4,14.3
27,14.0,14.0
28,15.8,17.0
29,14.6,14.0
30,22.1,14.0
31,16.3,14.0
32,14.0,144.6
33,14.0,14.0
34,14.0,14.0
35,14.0,14.0
36,14.0,14.2
37,17.0,17.0
38,14.6,14.0
39,14.0,16.3
40,14.0,14.3
41,15.4,14.0
42,15.4,15.8
43,14.0,15.8
44,17.0,14.0
45,14.5,14.0
46,16.3,14.0
47,144.6,17.8
