,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,37.698,72.72246060313175,70.8835116842432,75.61701514857421,73.39353732566433,75.4539454527925,75.55734134628297,73.71689635242613,74.10552628741983,73.85422434264383,73.5915198914752,73.12220566097089,74.53567395566787,74.18696011090249,73.84289470674634,73.5280659081331,73.26551762163292,75.14841091877187,75.02745660707993,74.90769802769603,74.60527776771863,74.3723735878377,74.15280201473566,74.1869636551883,74.02207415188265,73.86507886927114,73.49113164071424,73.4448388052984,73.30559101710759,74.65054605465751,74.44768088099096,74.06914100215843,73.95420066026699,73.81996905213141,73.80469348945881,73.69421557474166,73.52228940469644,73.399728855941,73.90657928792547,73.86378432298386,73.79827532251024,73.70521045634015,73.61241391679782,73.57282182732358,73.48048861574149,73.43592987552805,73.39696577983442,73.6788375357544,73.63471069791635,73.61087999704485,73.60468618162992,73.60468618162992
1,78.313,70.34730649426007,75.04396461791148,74.03438308286509,73.15908055320122,76.56158227033755,74.96047199086937,75.98082530337969,74.67230008841159,74.67861952851909,74.82944151678694,74.67035454429796,74.61606352525688,74.78441788709472,74.70065173357088,74.67622334974668,74.72650473392463,74.8460253420496,74.90074449868695,75.00901161867165,74.97990780134211,75.04983101852176,75.11078737854275,75.4291857713295,75.45939834535247,75.4754332822641,75.33040590978514,75.47690253724153,75.62736042499319,75.00701164119283,75.09202654001707,75.04321962321681,75.15774427204154,75.26294699266819,75.48855699803755,75.52766416113502,75.21798209975505,75.20734616363714,75.21254180095296,75.27556304161727,75.30044311775113,75.28039615455494,75.31840426384342,75.40087511324471,75.40641486855459,75.42433234969967,75.48293911421486,75.47595824645576,75.48163530958523,75.48918092294252,75.51329821831169,75.51329821831169
2,41.901,79.7624821890955,75.56352877779884,73.32671916782273,76.30505118189639,74.469133432755,75.5229290340273,74.45353627535582,75.48919961352169,75.59444671487633,74.91505551798929,74.89617729672725,74.94988618158965,75.30774964733787,75.31527379285298,75.40629379749032,75.58677546407723,74.84166353879839,74.97510303435548,75.16745349660773,75.26169395939462,75.45639040654063,75.6189647202064,75.20661609352261,75.3075475672174,75.41942489825345,75.37683103733613,75.5815272834095,75.14138267175701,75.33790057619058,75.52568630977719,75.13728717417607,75.32649354834825,75.52111137904869,75.18943945993655,75.29219795690089,75.35484373000119,75.40554639173114,75.46203205085443,75.57622156522129,75.45221362888107,75.4699627460923,75.57813759305381,75.40383065715353,75.45728962168185,75.50214735033593,75.36666699308158,75.39637891219452,75.4237950602591,75.44703270416501,75.4840547214451,75.4840547214451
3,37.639,38.37135597207779,41.40383278103973,43.75896506547892,45.30799327238288,46.83566121623485,48.74223100029487,50.344553915065646,51.66733373502992,52.21974890127676,52.98085816727164,53.609966283097755,54.00759121549155,55.00105926162597,55.48650475292709,55.843460011854155,56.23384433378455,56.708149287326464,56.92043603005928,57.1834610953444,57.51073374074165,57.7872945611005,58.05973243551802,58.31137607397877,58.49396948383908,58.6577058225504,58.86294424848313,59.024774366186605,59.29308031209121,59.608804008615635,59.819967578325304,60.03554891602259,60.19762210835389,60.37350043890472,60.534580670411124,60.64181797750407,60.72504806260807,60.760221620999495,60.78081910757583,60.81507147240957,60.85553061149527,60.877784997245996,60.91847345858754,60.97269777734607,61.00202713294904,61.02189774527776,61.063469080797404,61.07534945541922,61.08998619652381,61.09988793686972,61.10854924554547,61.10854924554547
4,51.964,47.77392484223332,45.8267734705397,44.396806516796936,43.43786009401582,42.326297975229934,41.42999107689957,40.6138617174475,39.91922255802742,39.60715915193978,39.21970221149529,38.87545750572726,38.61929073569556,38.05339463621143,37.81384013245586,37.532452727540175,37.22269331655124,36.87270372948813,36.72695471659835,36.544875624042284,36.28860650244213,36.05673694444995,35.79654962681214,35.61771022635072,35.44576176859818,35.31251875104074,35.1453158828939,34.98904915657496,34.76868614279729,34.59356839650572,34.36333165586003,34.19514788625971,34.04301027377858,33.85158176858103,33.72556069456122,33.62661172243485,33.51880988377688,33.45476028920604,33.38308364139095,33.318450976817495,33.27522734763795,33.22603134632813,33.1520587518646,33.08284827217491,33.03098507327394,32.986512199760256,32.94348546918442,32.902617571871346,32.87651533432572,32.858251435960455,32.84254605015785,32.84254605015785
5,63.099,56.680815349703316,53.56535447008195,52.095998979753425,51.223367086521364,50.17699268723343,49.327116415196556,48.54695399094071,47.90526566427908,47.62114065373005,47.27698001893589,47.02016887481187,46.79134459729297,46.28585324689145,46.06317907321824,45.80793306043366,45.53400179206601,45.210927895021214,45.07409271451935,44.901326338934055,44.677261891491426,44.45499155980609,44.21862612137492,44.0528002482954,43.89724934157948,43.76787421295364,43.60257858509062,43.460288394072364,43.256861280591295,43.09410616389476,42.88374913663158,42.725277812874864,42.5782973569308,42.405758573186766,42.28264678431805,42.18815328115883,42.08972294812477,42.0279394127781,41.96417203299254,41.90267433440358,41.86077170856917,41.81674094544715,41.74471514422994,41.68097918509438,41.631314741209856,41.59087822065983,41.54876319018044,41.51146861467295,41.48617529681759,41.468720705543966,41.453975042391626,41.453975042391626
6,46.567,45.4938492010386,45.20507005521715,44.50262251656785,44.11533711047013,43.717074032221134,43.437422733627294,43.27806819696909,43.03212899229419,42.985031746924136,42.94209825171979,42.94613335889925,42.90673740755475,42.82147694321565,42.83089793357258,42.794306110684595,42.7416341363562,42.69131452364317,42.70534339946989,42.71601107230549,42.69243842509408,42.71396661378157,42.682736724413125,42.70908364778972,42.690946562740876,42.70333984697979,42.71259555429453,42.69154690382784,42.66644370560785,42.692612869770194,42.66524002823827,42.68769365357045,42.70030616009238,42.67931388124278,42.692367118277595,42.7027007260028,42.696789264834244,42.71554365632992,42.709504379108694,42.72320186715944,42.733283125746055,42.731692313970086,42.75225891209306,42.74913451280829,42.76649102950945,42.76556082034677,42.77689485889597,42.77532084226439,42.782801089204966,42.788399109544926,42.79351417181776,42.79351417181776
7,48.321,48.32097150419135,48.06664064937048,47.506778274760684,47.31501959837717,47.004399875580155,46.84161388027406,46.868522213663155,46.69962295957637,46.701118691394484,46.69753205261558,46.83345246338588,46.83359812232764,46.79186500767354,46.909723070363945,46.89943075610435,46.90673898709626,46.91912580689507,47.00585936114165,47.103605941339715,47.10452149523021,47.24611033483472,47.23787853633253,47.36256751485557,47.36407687034305,47.44912983240454,47.54498796728166,47.551604413063636,47.56987888369467,47.689588204199865,47.68135531332784,47.80014549414123,47.89218792407131,47.887671715266784,47.97056148495644,48.038422744214785,48.04300549033148,48.101291582789024,48.107347002254215,48.16042213193317,48.19656563994059,48.2060079405634,48.27471545882192,48.28497168643866,48.33662212265032,48.34138502367077,48.379656874899304,48.38824411059735,48.412494421319934,48.42925746452959,48.4444768007658,48.4444768007658
8,61.621,55.62923833296908,52.89619360987201,52.8181219514958,52.91473482777063,53.135062693749326,53.23561960579099,53.69533490514388,53.844076655240755,54.00820324259093,54.20974833321149,53.92484734432077,54.085220911283024,54.38428755943306,54.172237137691305,54.359690054502074,54.12614518484858,54.35073610340354,54.261866008714954,54.09887199736246,54.282125190815215,54.08592437315496,54.282340915417564,54.15728621101332,54.296453473780815,54.207946753488855,54.04640395764219,54.16614554807975,54.37241487557763,54.195118445343766,54.386754451814,54.2620443706943,54.12505629204798,54.308605741083,54.221386812326294,54.125110715849075,54.23342502334798,54.181997173722046,54.25226194404835,54.20256771754626,54.150350603012555,54.20328720455395,54.14490850654805,54.22734222663765,54.16714981334843,54.21895584034851,54.188401689480706,54.240931069580355,54.217401054538605,54.202414404184495,54.18842911510928,54.18842911510928
9,52.222,54.72203862608667,52.88728734999358,53.50849201413455,54.459553926532344,53.7360809699098,54.43534914541761,54.106859949452385,54.75891030328569,54.60596169363577,54.44243401162264,54.35649159089172,54.27452076591475,54.25134039450017,54.215970146635875,54.11568361026476,54.58788145131892,54.449873617250326,54.53484375504164,54.50108063696766,54.52139615982888,54.5079902236665,54.52214988476227,54.61561896446016,54.545277152154775,54.59100719818892,54.57466563032733,54.59934802142551,54.61216303633921,54.599446068809364,54.62213159747741,54.72231358917089,54.726840392013365,54.757733933179324,54.85357702385883,54.846329329114795,54.84603580830138,54.89453960171521,54.91131522362042,54.95574217898005,54.944740471005744,54.95619758341636,55.01109604607631,55.01042260556606,55.01245963729597,55.01377666908489,55.04682086690354,55.05919525014,55.07902405458273,55.09350182218902,55.105831601909685,55.105831601909685
