,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.32,0.0,0.0,0,32693861,895786,522942783.3,,522942783.3
1,1.11,0.16,0.08,0,32693861,756650,481384961.3,,481384961.3
2,1.17,0.11,0.07,0,32693861,798203,484444685.3,,484444685.3
3,1.2,0.09,0.07,0,32693861,814280,486390436.3,,486390436.3
4,1.19,0.09,0.07,0,32693861,812855,485683214.4,,485683214.4
5,1.19,0.1,0.07,0,32693861,809963,485085908.6,,485085908.6
