,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,step_size,objective
0,2.28,0.0,0.0,0,637039.0,30206.0,9557856.7,,,9557858.979999999
1,1.86,0.18,0.06,0,637039.0,24699.55,8969334.22,,,8969336.08
2,1.62,0.29,0.06,0,637039.0,21484.99,8947183.53,,,8947185.149999999
3,1.62,0.29,0.06,0,637039.0,21559.55,8938556.19,,,8938557.809999999
4,1.67,0.27,0.06,0,637039.0,22172.0,8951174.85,,,8951176.52
5,1.99,0.12,0.06,0,637039.0,26453.19,9024392.23,,,9024394.22
