,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.2,0.0,0.0,0.0,159713784.0,3994580.0,2828941926.8,0.0
1,1.18,0.01,0.03,212759.6,159713784.0,3935078.92,2744691039.56,0.0254
2,1.17,0.03,0.05,391421.16,159713784.0,3888116.82,2690251274.08,0.0247
3,1.15,0.04,0.06,528068.9,159713784.0,3841715.18,2649574691.97,0.0225
4,1.15,0.05,0.07,626775.43,159713784.0,3811088.82,2627372241.34,0.0203
5,1.14,0.05,0.08,685433.2,159713784.0,3788279.37,2614798999.53,0.0065
6,1.13,0.06,0.08,739497.42,159713784.0,3765606.44,2603860146.49,0.0183
7,1.12,0.07,0.09,827334.62,159713784.0,3713229.26,2581669813.42,0.0242
8,1.11,0.08,0.09,859847.55,159713784.0,3683627.19,2569283794.8,0.0189
9,1.1,0.08,0.09,886264.31,159713784.0,3665245.85,2564144473.79,0.0178
10,1.09,0.09,0.1,957578.09,159713784.0,3632390.28,2552124052.6,0.0222
11,1.09,0.09,0.1,980338.8,159713784.0,3617882.5,2548429342.6,0.016
12,1.09,0.1,0.1,991251.26,159713784.0,3610650.35,2546793536.49,0.0148
13,1.08,0.1,0.1,1019117.95,159713784.0,3596229.4,2542912149.71,0.0171
14,1.08,0.1,0.1,1030842.64,159713784.0,3589040.54,2542402165.57,0.0152
15,1.08,0.1,0.1,1036564.06,159713784.0,3590346.49,2542009690.64,0.0151
16,1.08,0.1,0.1,1036564.06,159713784.0,3590346.49,2542009690.64,0.0133
