,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2000,1,9,10,0,0,minizinc_fw,20,1.18,1.11,1611270.0,1524457.79,65712240.0,0.05,0.1,0.016911111111111113,2298.2655555555557
1,2000,1,9,10,0,0,ogsa_fw,20,1.18,1.04,1611270.0,1417589.14,65712240.0,0.12,0.14,0.006666666666666665,1.9606777777777775
