,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2000,1,1,10,0,0,minizinc_fw,17,1.3,1.1,1743243.0,1482811.69,64532031.0,0.15,0.08,0.01867083333333333,2675.6520708333333
1,2000,1,1,10,0,0,ogsa_fw,17,1.3,1.09,1743243.0,1463579.5,64532031.0,0.16,0.08,0.0068392857142857135,2.0413785714285715
