,0,1,2,3,4,5,6
0,22.1,20.3,18.9,18.9,18.9,17.8,17.8
1,20.3,20.3,18.9,17.8,22.1,22.1,22.1
2,18.9,17.8,17.8,17.0,61.6,61.6,61.6
3,15.8,15.4,15.4,15.1,17.8,17.8,17.8
4,14.6,75.2,61.6,61.6,50.9,50.9,50.9
5,14.2,50.9,50.9,42.7,36.3,36.3,36.3
6,14.4,14.8,50.9,50.9,42.7,36.3,36.3
7,14.5,14.4,50.9,115.5,92.8,92.8,92.8
8,14.6,14.5,14.8,36.3,36.3,31.3,31.3
9,15.1,14.8,14.8,17.8,17.8,17.8,17.8
10,22.1,20.3,18.9,18.9,17.8,24.5,24.5
11,17.8,17.0,17.0,17.0,16.3,31.3,31.3
12,17.8,17.8,17.0,17.0,16.3,17.8,17.8
13,27.5,24.5,22.1,22.1,22.1,20.3,20.3
14,31.3,27.5,24.5,24.5,22.1,22.1,22.1
15,144.6,115.5,92.8,92.8,75.2,61.6,61.6
16,230.4,230.4,144.6,144.6,115.5,115.5,115.5
17,144.6,115.5,92.8,75.2,75.2,61.6,61.6
18,61.6,50.9,50.9,42.7,36.3,36.3,36.3
19,115.5,92.8,75.2,61.6,61.6,50.9,50.9
20,31.3,31.3,24.5,24.5,24.5,22.1,22.1
21,144.6,115.5,115.5,92.8,92.8,75.2,75.2
22,75.2,61.6,50.9,50.9,42.7,36.3,36.3
23,24.5,22.1,22.1,20.3,20.3,20.3,20.3
24,61.6,50.9,42.7,36.3,36.3,31.3,31.3
25,36.3,36.3,31.3,27.5,27.5,24.5,24.5
26,61.6,61.6,50.9,42.7,36.3,36.3,36.3
27,115.5,92.8,92.8,75.2,61.6,61.6,61.6
28,92.8,75.2,61.6,61.6,50.9,50.9,50.9
29,61.6,50.9,42.7,36.3,36.3,36.3,36.3
30,144.6,115.5,92.8,92.8,75.2,61.6,61.6
31,92.8,75.2,61.6,50.9,50.9,50.9,50.9
32,75.2,61.6,50.9,50.9,42.7,36.3,36.3
33,92.8,75.2,61.6,61.6,50.9,50.9,50.9
34,92.8,61.6,61.6,50.9,50.9,42.7,42.7
35,115.5,92.8,92.8,75.2,61.6,61.6,61.6
36,92.8,61.6,50.9,50.9,50.9,42.7,42.7
37,61.6,61.6,50.9,42.7,42.7,36.3,36.3
38,144.6,115.5,115.5,92.8,92.8,75.2,75.2
39,75.2,61.6,50.9,42.7,42.7,36.3,36.3
40,75.2,61.6,50.9,50.9,42.7,42.7,42.7
41,61.6,50.9,42.7,36.3,36.3,36.3,36.3
42,50.9,42.7,36.3,36.3,31.3,31.3,31.3
43,31.3,27.5,24.5,24.5,22.1,22.1,22.1
44,24.5,22.1,20.3,20.3,20.3,18.9,18.9
45,24.5,24.5,22.1,20.3,20.3,20.3,20.3
46,61.6,50.9,42.7,36.3,36.3,92.8,92.8
47,17.0,16.3,15.8,15.8,15.8,15.8,15.8
