,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,4.478,9.47553722842023,10.431771692452847,10.9575845102868,11.13369166381896,11.294424193385709,11.427530795032684,11.540680172682023,11.599626842399248,11.663083528292857,11.736244301526547,11.87140168682632,11.932837487961518,12.118063093666251,12.180081391735287,12.227997769686729,12.270144105645624,12.324978766867753,12.378938653542475,12.538283977117505,12.565871098529302,12.597403396621612,12.699273777490143,12.71539077589204,12.732910565067343,12.741751030662904,12.788190186461307,12.797156469991473,12.807566591459265,12.940635511786928,12.940635511786928
1,10.597,17.04798948913655,15.60973207716165,14.858909680584592,14.61066309970288,14.471912803565452,14.357010235640052,14.259335485551013,14.208450528401231,14.157313444552516,14.098356243390754,14.07658955673033,14.06509629921271,14.14382184865964,14.050100707740988,14.036959393815803,13.975097920261002,14.00024529853901,14.042593053941854,14.17891287032901,14.13508560895323,14.085973133568656,14.134250237152463,14.108126694714406,14.080052407625624,14.082395585615993,14.12607329524112,14.111394959857979,14.094547952493231,14.172541273959741,14.172541273959741
2,10.254,18.86938021139131,17.28269141116061,16.43471738258964,16.152793502921853,15.895482329494705,15.682396553062247,15.501259609507754,15.406893915174155,15.30530829119938,15.188187727861385,14.996736790100748,14.898898431959639,14.603921092802558,14.50450151174055,14.436918453446268,14.372939805667128,14.28554545609558,14.2251361339832,14.04295448515622,14.078308271169156,14.172335196222356,14.008469065862057,14.036836222883743,14.070752152746685,14.078516409740345,14.142591184981086,14.127563119363984,14.110239011831055,13.934919829083954,13.934919829083954
3,15.195,11.447402113916771,17.084905395950127,16.2436669266898,15.963982402177491,15.719589101458253,15.508049549172416,15.328226997975115,15.23454605378127,15.13369757025467,15.041145556067445,14.827393462989503,14.730232430660845,14.43729719206325,14.343217117193465,14.267415966296566,14.20074271367699,14.113997208123727,14.029064022756176,14.340330407073733,14.294613053035095,14.242986678676093,14.07753279979205,14.065501577910274,14.05564752551411,14.044477594648699,14.002056336740912,14.012398115676818,14.047670451321185,14.245078532837438,14.245078532837438
4,5.375,11.559572577803621,13.089571932034092,15.762228927409266,15.502526130744952,15.254622061311542,15.058477928674403,14.971025586652013,14.898420259334332,14.820259890446613,14.706443564613796,14.499637878137328,14.439309466004712,14.301679427306143,14.20395783154644,14.150195025652055,14.08412576414152,14.228267625197153,14.142718880761535,13.957469033069987,13.925798893136973,13.90714943040754,14.285542463446324,14.258438323618263,14.229182348343812,14.214625039714566,14.153130748069952,14.138042308362621,14.120648602568814,13.944625088577231,13.944625088577231
5,10.943,18.132803053434817,16.603025104656613,15.785465940026544,15.51368845505338,15.265605886606513,15.060162547272377,14.888328454342105,14.797342308879086,14.699394803430279,14.58646871638312,14.553840940511922,14.458453145142245,14.178422592859297,14.081441479215673,14.116368463681868,14.050854608954397,14.115161243916045,14.054928783488428,14.151384187616411,14.106234566338738,14.055249304849669,14.33815653920305,14.31092397949408,14.281529388905346,14.266903107497313,14.205117454840707,14.18994894280962,14.172462930954442,13.995505283806997,13.995505283806997
6,8.529,12.065684497944657,14.272620948544649,13.57065167002406,15.117055695221886,15.119965203851919,15.009691456031401,14.836714804055095,14.779715467629673,14.718355105711971,14.60711967353193,14.400787652604297,14.306461975882822,14.023865345228252,14.127103134735961,14.054865292210783,14.04822403113218,14.011924283166664,14.18195967344538,13.930203311600021,13.949801743837464,14.03305603935896,14.04088656932747,14.042316962866021,14.04603815384079,14.050011776851955,14.090001393707961,14.089525144389514,14.117837397472508,13.941674179970658,13.941674179970658
7,18.596,14.045204462713047,12.895120511608537,15.173916348926687,14.960986080158724,14.794821694240447,14.601016553455569,14.433486336595543,14.435103060204007,14.441682815095367,14.40807802370888,14.211383681928806,14.119249732989434,13.841470877941877,13.830400456876728,13.785653080167554,14.331397501199328,14.244776301021757,14.162143678731033,13.93847624739832,13.927582450198853,13.9924837277069,14.089438353846361,14.074322836933938,14.060184514560648,14.05308806152132,14.044157780313373,14.037256289575181,14.051854812924395,14.340445992199877,14.340445992199877
8,10.352,18.670868056370768,17.095696134356594,16.253975553682096,15.974096304499417,15.7186512598655,15.507110871056643,15.32728760875968,15.23360629410903,15.132757411781936,15.016486256002166,14.80304202806001,14.706020935855353,14.413507609135712,14.322223675285038,14.251803549924333,14.199248930354889,14.112494222104422,14.027552026305925,14.534757842164456,14.488385077264844,14.43601857944115,14.268287013147807,14.241187157112067,14.211935805726187,14.197380797870451,14.13589622536012,14.120801629159406,14.10340082626101,13.927355433970408,13.927355433970408
9,9.873,14.446736993540622,13.22886284236811,15.989746421596163,15.714434186194476,15.463157442863839,15.25517659131814,15.078379170121938,14.992386268401857,14.899814040323355,14.78540183428204,14.575370164588291,14.570235853084963,14.281716285980721,14.190930248390154,14.115965788230161,14.071356373901894,14.243278130490532,14.184086242412477,13.99140890162314,13.990584454778338,14.054798993253273,14.12680404269098,14.09999,14.119047001897217,14.104596342411782,14.043552567666978,14.036386903765818,14.058223687811388,14.559659434074723,14.559659434074723
