,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.19,0.0,0.0,0.0,163225373.0,4057291.0,2969658117.6,0.0,2969658117.6
1,1.16,0.03,0.07,1420552.3,163225373.0,3954343.25,2761156066.05,0.0494,2762576618.3500004
2,1.13,0.05,0.1,2361002.3,163225373.0,3849525.06,2683388046.28,0.037,2685749048.5800004
3,1.11,0.07,0.11,2774198.39,163225373.0,3771632.41,2650175768.27,0.0211,2652949966.66
4,1.09,0.08,0.11,3019166.71,163225373.0,3722250.22,2633067202.34,0.015,2636086369.05
5,1.08,0.1,0.12,3294442.97,163225373.0,3665319.06,2616429275.39,0.016,2619723718.3599997
6,1.07,0.11,0.12,3449352.87,163225373.0,3630783.84,2607187158.86,0.0095,2610636511.73
7,1.07,0.1,0.12,3611939.09,163225373.0,3645911.5,2600707623.88,0.0087,2604319562.9700003
8,1.06,0.11,0.13,3752008.99,163225373.0,3612741.65,2593975850.4,0.011,2597727859.39
9,1.06,0.11,0.13,3836503.59,163225373.0,3591669.11,2590169838.54,0.0069,2594006342.13
10,1.05,0.12,0.13,3963820.18,163225373.0,3560011.2,2585022235.98,0.0095,2588986056.16
11,1.04,0.13,0.13,4026891.05,163225373.0,3543535.69,2582718430.95,0.0071,2586745322.0
12,1.04,0.13,0.13,4068441.07,163225373.0,3531356.26,2581020047.51,0.0046,2585088488.5800004
13,1.04,0.13,0.13,4097445.34,163225373.0,3521222.78,2580241328.26,0.0044,2584338773.6000004
14,1.03,0.14,0.13,4139708.33,163225373.0,3503393.47,2579281233.36,0.0045,2583420941.69
15,1.03,0.14,0.13,4157487.57,163225373.0,3496076.08,2578793784.05,0.0028,2582951271.6200004
16,1.02,0.14,0.13,4168561.09,163225373.0,3484804.73,2578264440.01,0.0045,2582433001.1000004
17,1.02,0.14,0.13,4184970.35,163225373.0,3476343.79,2578012816.09,0.0028,2582197786.44
18,1.02,0.15,0.13,4194995.17,163225373.0,3462634.12,2577673686.62,0.0036,2581868681.79
19,1.02,0.15,0.13,4206185.87,163225373.0,3457221.81,2577542448.28,0.0029,2581748634.15
20,1.02,0.15,0.13,4216323.45,163225373.0,3451697.26,2577432692.84,0.0028,2581649016.29
21,1.01,0.15,0.13,4231296.17,163225373.0,3442288.91,2577330175.24,0.0028,2581561471.41
22,1.01,0.15,0.13,4237119.42,163225373.0,3443863.49,2577247905.84,0.0019,2581485025.26
23,1.01,0.15,0.13,4239398.84,163225373.0,3443454.93,2577076483.01,0.0027,2581315881.8500004
24,1.01,0.15,0.13,4251565.47,163225373.0,3443070.56,2576950224.23,0.0036,2581201789.7
25,1.01,0.15,0.13,4251565.47,163225373.0,3443070.56,2576950224.23,0.0011,2581201789.7
