,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,50,1,3,0,6,0,minizinc_fw,0,5000,0,5000,7,3.35,1.71,0.0,205.04,22510.0,11472.97,322844.0,0.49,0.09,0.0069375,38.365
1,50,1,3,0,6,0,minizinc_fw,0,,,,6,3.35,1.71,0.0,182.85,22510.0,11483.81,322844.0,0.49,0.09,0.0091,27.46428571428572
2,50,10,3,0,6,0,minizinc_fw,0,5000,0,5000,19,3.35,1.73,0.0,1005.86,22510.0,11613.24,322844.0,0.48,0.09,0.00514,41.4575
3,50,10,3,0,6,0,minizinc_fw,0,,,,6,3.35,1.72,0.0,1258.32,22510.0,11563.9,322844.0,0.49,0.09,0.006442857142857144,26.765714285714285
4,50,100,3,0,6,0,minizinc_fw,0,5000,0,5000,29,3.35,1.81,0.0,623.74,22510.0,12194.88,322844.0,0.46,0.09,0.00713,42.38699999999999
5,50,100,3,0,6,0,minizinc_fw,0,,,,22,3.35,1.88,0.0,2155.12,22510.0,12621.2,322844.0,0.44,0.09,0.004921739130434783,30.416956521739127
