,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.41,0.0,0.0,0.0,32199683.0,945413.0,491213422.1,0.0,491213422.1
1,1.38,0.02,0.01,108028.91,32199683.0,928169.6,484158959.7,0.0171,484266988.61
2,1.36,0.03,0.02,180616.82,32199683.0,912958.45,479095733.08,0.0153,479276349.9
3,1.33,0.06,0.04,281373.92,32199683.0,891359.79,473572708.78,0.0213,473854082.7
4,1.31,0.07,0.04,335617.37,32199683.0,879299.99,471022411.8,0.0129,471358029.17
5,1.3,0.08,0.04,367477.98,32199683.0,869973.69,469394355.6,0.0105,469761833.58000004
6,1.28,0.09,0.05,393838.15,32199683.0,861728.72,468224448.35,0.0079,468618286.5
7,1.24,0.12,0.05,446465.6,32199683.0,834673.66,465316982.66,0.0276,465763448.26000005
8,1.23,0.13,0.05,475224.89,32199683.0,825574.27,464396688.89,0.01,464871913.78
9,1.21,0.14,0.06,510665.34,32199683.0,812400.26,463206971.66,0.0127,463717637.0
10,1.2,0.15,0.06,531542.46,32199683.0,805679.66,462723032.59,0.008,463254575.04999995
11,1.19,0.15,0.06,548136.42,32199683.0,800392.92,462372552.11,0.0067,462920688.53000003
12,1.17,0.17,0.06,563814.06,32199683.0,787504.75,461640597.89,0.016,462204411.95
13,1.16,0.18,0.06,575634.35,32199683.0,778836.88,461250682.36,0.0093,461826316.71000004
14,1.16,0.18,0.06,581317.77,32199683.0,777343.71,461177383.95,0.0023,461758701.71999997
15,1.15,0.18,0.06,594165.62,32199683.0,774342.46,461068315.44,0.0044,461662481.06
16,1.14,0.19,0.06,600193.04,32199683.0,767004.61,460906472.18,0.0083,461506665.22
17,1.14,0.19,0.06,609484.23,32199683.0,763608.34,460825535.96,0.0042,461435020.19
18,1.14,0.19,0.06,613307.2,32199683.0,762180.57,460789113.82,0.0023,461402421.02
19,1.12,0.2,0.06,611580.38,32199683.0,753118.86,460691678.47,0.0094,461303258.85
20,1.11,0.22,0.06,608263.81,32199683.0,741642.71,460610871.35,0.0106,461219135.16
21,1.09,0.22,0.06,607326.45,32199683.0,733615.85,460535821.91,0.0079,461143148.36
22,1.09,0.23,0.06,606078.63,32199683.0,728856.81,460497596.99,0.0061,461103675.62
23,1.08,0.23,0.06,604101.4,32199683.0,723266.72,460465534.5,0.0072,461069635.9
24,1.07,0.24,0.06,603237.11,32199683.0,719958.58,460443805.81,0.0058,461047042.92
25,1.07,0.24,0.06,603483.41,32199683.0,718599.99,460427605.62,0.003,461031089.03000003
26,1.07,0.24,0.06,603477.54,32199683.0,717841.47,460421351.5,0.0023,461024829.04
27,1.07,0.24,0.06,603787.78,32199683.0,716886.06,460414242.49,0.0022,461018030.27
28,1.07,0.24,0.06,603887.55,32199683.0,715643.93,460407844.4,0.0029,461011731.95
29,1.07,0.24,0.06,603969.97,32199683.0,715256.21,460404414.05,0.0016,461008384.02000004
30,1.07,0.24,0.06,604266.34,32199683.0,714871.37,460401442.2,0.0017,461005708.53999996
31,1.07,0.24,0.06,604266.34,32199683.0,714871.37,460401442.2,0.001,461005708.53999996
