,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,14.3,14.2,14.0,14.3,14.2,14.2,14.2,14.2,14.1,14.0,14.2,14.2,14.1,14.1,14.1,14.1
1,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14.1,14.1
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.1,14.2,14.3,14.3,14.5,14.8,14.8,15.1,15.1
3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
4,14.1,14.0,14.0,14.0,14.0,14.8,14.6,14.5,14.4,14.3,14.3,14.3,14.2,14.2,14.2,14.2
5,14.0,14.0,14.0,14.0,14.0,15.1,14.8,14.8,14.6,14.8,14.6,14.6,14.6,14.6,14.6,14.6
6,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
7,14.0,14.0,14.0,14.4,14.4,14.2,14.1,14.2,14.2,14.5,14.5,14.4,14.5,14.5,14.5,14.5
8,14.0,14.0,14.0,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
9,14.3,14.0,14.2,14.0,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
10,14.3,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,15.1,14.8,14.8,14.6,14.5,14.5,15.4,15.1,14.8,14.6,14.6,14.6,14.5,14.5,14.5,14.5
12,14.0,14.0,14.0,14.0,14.0,14.0,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.5,14.5,14.5
13,17.0,15.4,14.6,14.3,14.2,14.0,14.5,14.5,14.3,14.3,14.2,14.2,14.1,14.1,14.1,14.1
14,230.4,92.8,42.7,24.5,20.3,17.8,16.3,15.8,15.4,15.1,14.8,14.8,14.6,14.6,14.6,14.6
15,182.1,61.6,31.3,22.1,17.8,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.6,14.6,14.5,14.5
16,17.0,15.4,14.6,14.3,14.4,14.5,14.5,14.5,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8
17,15.4,14.6,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
18,14.8,17.0,17.8,24.5,20.3,17.8,17.0,15.8,15.8,15.4,15.1,14.8,14.8,14.8,14.8,14.8
19,14.0,14.0,14.0,15.4,14.8,14.5,14.4,14.3,14.2,14.2,14.1,14.0,14.0,14.0,14.0,14.0
20,14.0,14.2,14.0,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5
21,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
22,14.5,14.5,14.8,14.4,14.3,14.2,14.2,14.2,14.6,14.6,14.5,14.5,14.4,14.4,14.4,14.4
23,14.0,14.0,14.6,14.3,14.2,14.0,14.0,14.0,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5
24,14.0,14.0,15.4,14.5,14.4,14.3,14.1,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0
25,14.0,14.0,24.5,18.9,17.0,15.8,15.4,15.1,15.4,15.4,15.1,14.8,14.8,14.6,14.6,14.6
