,0,1,2,3,4,5,6,7,8,9
0,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
1,18.9,17.8,17.8,20.3,24.5,24.5,31.3,31.3,31.3,31.3
2,17.0,17.0,16.3,17.0,20.3,20.3,50.9,50.9,50.9,50.9
3,15.8,18.9,18.9,17.8,17.8,17.8,20.3,20.3,20.3,20.3
4,15.1,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
5,14.6,20.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1
6,15.4,15.8,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
7,15.8,15.4,22.1,22.1,24.5,24.5,31.3,31.3,31.3,31.3
8,17.8,17.0,17.0,17.0,17.8,17.8,18.9,20.3,18.9,18.9
9,17.0,17.0,17.8,50.9,42.7,36.3,36.3,31.3,31.3,31.3
10,15.8,15.8,16.3,36.3,36.3,50.9,50.9,61.6,61.6,61.6
11,17.8,17.0,17.0,17.8,17.0,18.9,18.9,24.5,24.5,24.5
12,24.5,22.1,22.1,20.3,20.3,20.3,18.9,22.1,22.1,22.1
13,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
14,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3
15,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
16,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
17,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
18,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5
19,31.3,24.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3
20,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
21,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3
22,50.9,42.7,36.3,36.3,31.3,50.9,42.7,42.7,42.7,42.7
23,22.1,20.3,20.3,18.9,17.8,27.5,31.3,31.3,31.3,31.3
24,22.1,20.3,20.3,18.9,17.8,20.3,24.5,24.5,24.5,24.5
25,22.1,22.1,20.3,20.3,18.9,18.9,20.3,20.3,20.3,20.3
26,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
27,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
28,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5
29,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1
30,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3
31,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5
32,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
33,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
34,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
35,230.4,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8
36,182.1,144.6,115.5,115.5,92.8,92.8,75.2,75.2,75.2,75.2
37,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
38,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
39,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3
40,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3
41,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3
42,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1
43,24.5,22.1,22.1,22.1,20.3,22.1,31.3,36.3,36.3,36.3
44,20.3,18.9,17.8,17.8,17.8,17.8,18.9,20.3,20.3,20.3
45,20.3,20.3,18.9,17.8,22.1,22.1,22.1,20.3,20.3,20.3
46,20.3,20.3,18.9,17.8,50.9,50.9,50.9,42.7,50.9,50.9
47,18.9,17.8,17.8,17.0,20.3,20.3,18.9,18.9,18.9,18.9
