,0,1,2
0,0.0,0.0,0.0
1,0.004,0.004,0.004
2,0.004,0.004,0.004
3,1.004,1.004,1.004
4,1.5,0.8099999999999996,0.8099999999999996
5,0.0,0.6900000000000004,0.6900000000000004
6,0.0,0.9200000000000005,0.9200000000000005
7,2.0,1.0799999999999996,1.0799999999999996
8,0.148,0.148,0.148
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.6200800000000004,0.6200800000000004
13,1.2,0.7473599999999998,0.7473599999999998
14,0.068,0.7340800000000004,0.7340800000000004
15,1.566,0.8456399999999996,0.8456399999999996
16,0.198,1.2339200000000006,1.2339200000000006
17,0.148,1.2069200000000004,1.2069200000000004
18,2.4,1.2959999999999994,1.2959999999999994
19,2.4,1.2959999999999994,1.2959999999999994
20,0.0,1.1279200000000005,1.1279200000000005
21,2.452,1.3240799999999995,1.3240799999999995
22,1.2,1.2,1.2
23,0.056,0.056,0.056
24,0.0,0.0,0.0
25,0.05,0.05,0.05
26,0.05,0.05,0.05
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,1.2,1.2,1.2
30,1.2,1.2,1.2
31,0.002,0.002,0.002
32,0.002,0.002,0.002
33,0.054,0.054,0.054
34,0.052,0.052,0.052
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.155,0.155,0.155
39,0.0,0.1380000000000001,0.1380000000000001
40,0.3,0.3,0.3
41,0.3,1.0130000000000003,1.0130000000000003
42,1.852,1.0009999999999994,1.0009999999999994
43,0.0,0.0,0.0
44,0.45,0.45,0.45
45,0.302,0.302,0.302
46,0.3,0.3,0.3
47,0.0,0.0,0.0
