,0,1,2,3,4,5,6
0,27.5,24.5,22.1,22.1,24.5,24.5,24.5
1,22.1,20.3,20.3,18.9,17.8,18.9,18.9
2,24.5,22.1,22.1,61.6,50.9,50.9,50.9
3,18.9,17.8,17.0,17.8,17.8,17.8,17.8
4,17.0,50.9,50.9,42.7,36.3,36.3,36.3
5,15.8,61.6,61.6,50.9,50.9,50.9,50.9
6,15.8,17.8,50.9,50.9,115.5,144.6,144.6
7,15.8,15.4,17.0,16.3,17.0,17.0,17.0
8,17.0,92.8,182.1,144.6,144.6,144.6,144.6
9,15.4,16.3,22.1,75.2,61.6,61.6,61.6
10,17.0,16.3,17.8,61.6,61.6,61.6,61.6
11,18.9,17.8,17.8,20.3,42.7,42.7,42.7
12,18.9,17.8,17.8,17.0,18.9,18.9,18.9
13,61.6,50.9,50.9,42.7,36.3,36.3,36.3
14,61.6,50.9,50.9,42.7,36.3,36.3,36.3
15,61.6,50.9,50.9,42.7,42.7,36.3,36.3
16,61.6,50.9,50.9,42.7,42.7,42.7,42.7
17,182.1,144.6,115.5,115.5,92.8,92.8,92.8
18,182.1,144.6,115.5,115.5,92.8,92.8,92.8
19,61.6,50.9,50.9,42.7,42.7,42.7,42.7
20,61.6,50.9,42.7,36.3,36.3,36.3,36.3
21,50.9,42.7,42.7,36.3,36.3,36.3,36.3
22,92.8,61.6,61.6,50.9,50.9,50.9,50.9
23,115.5,115.5,92.8,75.2,75.2,75.2,75.2
24,144.6,115.5,92.8,92.8,75.2,75.2,75.2
25,92.8,75.2,75.2,61.6,61.6,50.9,50.9
26,50.9,36.3,36.3,31.3,31.3,31.3,31.3
27,50.9,42.7,36.3,36.3,31.3,31.3,31.3
28,61.6,61.6,50.9,50.9,42.7,42.7,42.7
29,115.5,115.5,92.8,92.8,75.2,75.2,75.2
30,42.7,36.3,36.3,31.3,31.3,31.3,31.3
31,75.2,61.6,61.6,50.9,50.9,50.9,50.9
32,182.1,144.6,144.6,115.5,115.5,92.8,92.8
33,144.6,115.5,115.5,92.8,92.8,92.8,92.8
34,144.6,144.6,115.5,92.8,92.8,92.8,92.8
35,230.4,144.6,144.6,115.5,115.5,115.5,115.5
36,230.4,144.6,144.6,115.5,115.5,115.5,115.5
37,144.6,115.5,92.8,92.8,75.2,75.2,75.2
38,92.8,61.6,61.6,50.9,50.9,50.9,50.9
39,92.8,75.2,61.6,61.6,50.9,50.9,50.9
40,230.4,230.4,182.1,144.6,144.6,115.5,115.5
41,75.2,61.6,61.6,50.9,50.9,50.9,50.9
42,50.9,50.9,42.7,36.3,36.3,36.3,36.3
43,36.3,31.3,27.5,24.5,24.5,24.5,24.5
44,27.5,24.5,24.5,22.1,22.1,22.1,22.1
45,24.5,24.5,22.1,22.1,20.3,22.1,22.1
46,31.3,24.5,24.5,24.5,24.5,31.3,31.3
47,17.8,17.8,17.0,17.0,17.8,17.8,17.8
