,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,6.41,3.05,7800.0,3704.98,58367.0,0.53,0.14,0.0,0.013560000000000003,4.976000000000001
