,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1.265,1.25222,1.2542264600000002,1.25624111198,1.25772136405538,1.2586748653641253,1.2595161082706965,1.2600754652270856,1.2607205792823373,1.2610115798911383,1.2613505956003916,1.2615951056951653,1.26190835597121,1.2620258384443042,1.2622518747225369,1.262425006615017,1.2625589062710363,1.2628078978313906,1.2629153108376525,1.2630320534307438,1.263150130224899,1.263216725536803,1.263309455808889,1.2633618626788137,1.2634241118970186,1.2634619332114903,1.2635188416826653,1.2635721633820893,1.2636207098270982,1.2636855364652244,1.2636947377099679,1.2637117061197385,1.2637181475891397,1.2637322479656594,1.2637639417665179,1.2638022595717557,1.2638058527930405,1.263823765001145,1.2638414085261276,1.2638715319044485,1.2638929727982637,1.263896293879869,1.2639426495369146,1.263984943555438,1.2640001694021064,1.2640311641506412,1.2640505408676284,1.2640666816728787,1.2640722815828416,1.2641427881825456,1.2641667901134341,1.2641734557925268,1.2641957724861286,1.264198989396184,1.264203795459807,1.264223700573312,1.2642252531721652,1.26423067639996,1.2642491401663611,1.2642558979048637,1.2642588743132444,1.2642759202040397,1.2642809887626114,1.2642809887626114
1,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49
2,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387,7.387
3,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229,2.229
4,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
5,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422,5.422
6,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737,2.737
7,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22,8.22
8,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
9,4.35,4.35,5.370500000000001,5.179666500000001,5.0394528615,4.9491345366435,4.869449643269914,4.816465779656383,4.755358762521396,4.727794366669942,4.695681845502997,4.672521161854296,4.642849214963701,4.631720944795081,4.610310152990654,4.593910613352243,4.581227261457926,4.5576420807892175,4.547467618830546,4.536409432176035,4.525224866245473,4.518916771060637,4.5101330989654835,4.505168972897553,4.499272551927446,4.495690010681187,4.490299480285983,4.4852486989956875,4.480650243229835,4.4745096817980325,4.473638114025447,4.472030818543116,4.4714206644504,4.470085037141446,4.467082911212909,4.46345334096531,4.463112980942414,4.461416286228277,4.459745041934854,4.456891670844547,4.4548607290985,4.454546146911205,4.4501552087409335,4.446149000391296,4.444706765385426,4.441770855658478,4.439935438545309,4.438406536090039,4.437876096873499,4.431197513511113,4.428923983132801,4.4282925912677396,4.426178691303511,4.425873976538296,4.425418732679066,4.4235332643620895,4.4233861978333655,4.422872494448532,4.421123554581767,4.420483442590531,4.420201508820169,4.418586874117305,4.418106765998484,4.418106765998484
