,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,1.94,1.18,25312.0,15444.39,626513.0,0.39,0.06,8304.2,0.005967741935483867,72.96580645161288
