,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,2.77,1.67,17904.0,10814.78,310183.0,0.4,0.13,2939.95,0.004094736842105264,42.33649122807018
