,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,8.24,3.8,11600.0,5345.78,67534.0,0.54,0.16,0.0,0.10853333333333333,5.445
