,0,1,2,3,4,5,6
0,31.3,27.5,24.5,24.5,24.5,22.1,22.1
1,24.5,22.1,22.1,20.3,27.5,24.5,24.5
2,17.8,20.3,20.3,18.9,61.6,61.6,61.6
3,15.4,17.8,17.8,17.0,22.1,22.1,22.1
4,15.4,22.1,22.1,22.1,20.3,20.3,20.3
5,15.4,92.8,92.8,75.2,61.6,61.6,61.6
6,15.4,22.1,24.5,22.1,22.1,22.1,22.1
7,17.0,17.0,61.6,50.9,50.9,50.9,50.9
8,15.8,15.4,42.7,42.7,36.3,36.3,36.3
9,17.0,16.3,17.8,22.1,20.3,20.3,20.3
10,18.9,17.8,18.9,75.2,61.6,61.6,61.6
11,17.0,16.3,16.3,20.3,20.3,24.5,24.5
12,22.1,22.1,20.3,20.3,18.9,20.3,20.3
13,36.3,31.3,31.3,31.3,27.5,24.5,24.5
14,50.9,50.9,42.7,36.3,36.3,31.3,31.3
15,92.8,61.6,61.6,50.9,50.9,50.9,50.9
16,61.6,61.6,50.9,50.9,42.7,36.3,36.3
17,50.9,50.9,42.7,36.3,36.3,31.3,31.3
18,61.6,50.9,50.9,42.7,36.3,36.3,36.3
19,61.6,61.6,50.9,50.9,42.7,42.7,42.7
20,50.9,42.7,36.3,36.3,36.3,31.3,31.3
21,61.6,50.9,50.9,42.7,36.3,36.3,36.3
22,61.6,50.9,50.9,42.7,36.3,36.3,36.3
23,61.6,50.9,50.9,42.7,36.3,36.3,36.3
24,61.6,50.9,42.7,42.7,36.3,36.3,36.3
25,36.3,36.3,31.3,31.3,27.5,27.5,27.5
26,115.5,92.8,92.8,75.2,75.2,61.6,61.6
27,92.8,75.2,61.6,61.6,50.9,50.9,50.9
28,75.2,61.6,61.6,50.9,50.9,42.7,42.7
29,75.2,61.6,50.9,50.9,50.9,42.7,42.7
30,50.9,42.7,36.3,36.3,31.3,31.3,31.3
31,75.2,61.6,61.6,50.9,50.9,42.7,42.7
32,115.5,115.5,92.8,92.8,75.2,61.6,61.6
33,144.6,115.5,92.8,92.8,75.2,75.2,75.2
34,144.6,115.5,115.5,92.8,92.8,75.2,75.2
35,115.5,92.8,75.2,75.2,61.6,61.6,61.6
36,230.4,230.4,182.1,144.6,144.6,115.5,115.5
37,230.4,144.6,144.6,115.5,115.5,92.8,92.8
38,115.5,92.8,92.8,75.2,61.6,61.6,61.6
39,42.7,36.3,36.3,31.3,31.3,31.3,31.3
40,42.7,36.3,36.3,31.3,31.3,31.3,31.3
41,92.8,61.6,61.6,50.9,50.9,50.9,50.9
42,61.6,50.9,50.9,42.7,36.3,36.3,36.3
43,24.5,24.5,22.1,22.1,22.1,27.5,27.5
44,22.1,20.3,20.3,18.9,18.9,24.5,24.5
45,24.5,22.1,20.3,20.3,20.3,20.3,20.3
46,22.1,20.3,20.3,24.5,36.3,92.8,92.8
47,17.0,17.0,16.3,17.0,17.0,17.8,17.8
