,0,1,2,3,4,5,6,7,8
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
4,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
8,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,15.4,18.9,15.8,14.8,15.1,14.6,14.5,14.6,14.6
12,27.5,14.8,18.9,17.0,20.3,17.8,17.0,17.8,17.8
13,115.5,17.8,15.8,17.8,17.0,20.3,16.3,17.0,17.0
14,14.0,15.1,14.6,14.8,15.4,14.8,15.8,15.4,15.4
15,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
16,15.4,15.4,14.8,14.5,14.8,14.5,14.6,14.6,14.6
17,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
18,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
19,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1
20,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
21,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
22,14.0,14.6,14.6,14.2,14.6,14.5,14.4,14.3,14.3
23,230.4,22.1,15.8,17.0,14.4,15.4,15.4,15.8,15.8
24,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
25,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
26,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
27,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
28,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
29,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
30,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
31,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
33,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
34,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,14.2,17.8,17.0,15.4,14.6,15.1,14.8,14.8,14.8
36,144.6,17.8,17.0,17.0,15.8,15.8,15.8,15.4,15.4
37,50.9,15.8,17.0,20.3,15.8,17.0,17.0,17.8,17.8
38,14.0,14.0,14.1,14.0,14.3,14.2,14.0,14.0,14.0
39,15.4,16.3,15.4,15.4,15.4,15.4,15.4,15.4,15.4
40,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
41,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
42,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
43,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
44,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
45,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
46,14.0,14.0,14.3,14.0,15.4,14.5,14.3,14.2,14.2
47,230.4,20.3,15.4,17.8,14.2,14.6,15.4,15.8,15.8
