,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,0,10,0,0,minizinc_fw,17,1.17,1.08,3971937.0,3648114.13,162672373.0,0.08,0.11,0.016253333333333335,4954.437986666668
1,5000,1,0,10,0,0,ogsa_fw,17,1.17,1.06,3971937.0,3604580.34,162672373.0,0.09,0.12,0.006974999999999999,4.25356875
