,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,19.559,18.1316,17.6707346,18.0540524762,17.442418292864996,17.848801980634917,18.1190132676946,18.445890255927928,18.076635681614775,18.27675486459678,18.038818553262587,18.215159601084128,17.955572269407156,18.079036204662803,17.906554430634326,18.002396273657535,18.069330233890263,17.844669098921283,17.978386909205422,18.058998176835946,17.89099826434782,17.972730349394777,18.188463021877087,18.339222089470606,18.138870318728667,18.145970967135025,18.145970967135025
1,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108,20.108
2,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087,17.087
3,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155,20.155
4,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393,14.393
5,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18
6,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649,6.649
7,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057,8.057
8,11.45,12.0905,12.0078755,11.8946267735,11.816817088137501,11.746388207215102,11.699558870475116,11.642909006877264,11.624582651223923,11.601013993308694,11.591349097736938,11.574952602399453,11.566080967629093,11.557142733121651,11.55189273919869,11.545982960325167,11.541855693031184,11.535976928677188,11.529270728240368,11.52522792110011,11.521616980887304,11.518107748823827,11.508845094983785,11.50237213453557,11.499596411405184,11.499348429348158,11.499348429348158
9,7.569,8.2095,8.1268755,8.0136267735,8.548317088137502,9.032288207215101,8.801088670475114,9.315904542277263,9.149948610760923,9.409020548308199,9.291259233216476,9.091477162163365,9.231881283649766,9.373339424808734,9.456426792993105,9.346956038999505,9.421003929322525,9.526475677845884,9.373792574973905,9.460248153650234,9.537468242275024,9.441013298403547,9.662419489820664,9.432143345940391,9.51889674860555,9.526647264862522,9.526647264862522
10,7.007,7.922000000000001,8.255465000000001,8.712526605,9.026559449125001,9.310804034893001,9.499802997379907,9.728436716974668,9.802400228862076,9.897521197965697,9.936527841295892,10.002702611705569,10.038507726274473,10.07458163135134,10.095770131415124,10.119621463793045,10.136278740849944,10.160004901435547,10.187070519123576,10.203386922648273,10.217960350361157,10.232123293193458,10.26950652531915,10.295630807534044,10.306833374734738,10.307834207861065,10.307834207861065
11,22.522,21.69484,21.80154364,21.947796281080002,22.048281931891,22.13923580096793,22.199712544414997,22.272871796832792,22.29653897613368,22.326976214355632,22.339457736636874,22.360632639186996,22.372089721804716,22.383632813225756,22.390412805377693,22.398044862665785,22.403374933571158,22.410966937822604,22.419627516672442,22.424848513322146,22.429511784682685,22.434043707233233,22.44600576304951,22.454365129114063,22.457949777271015,22.45827002838466,22.45827002838466
