,0,1,2,3,4,5,6
0,24.5,24.5,22.1,22.1,22.1,22.1,22.1
1,22.1,22.1,20.3,20.3,22.1,22.1,22.1
2,20.3,17.8,17.8,17.8,20.3,20.3,20.3
3,17.8,17.8,17.8,17.8,17.8,18.9,18.9
4,15.4,24.5,24.5,22.1,22.1,22.1,22.1
5,14.8,61.6,61.6,92.8,92.8,75.2,75.2
6,14.8,17.8,17.0,36.3,36.3,61.6,61.6
7,15.8,15.8,15.4,18.9,17.8,24.5,24.5
8,15.4,20.3,20.3,18.9,18.9,18.9,18.9
9,14.8,17.8,61.6,61.6,50.9,50.9,50.9
10,15.1,14.8,24.5,24.5,24.5,31.3,31.3
11,17.0,16.3,17.0,17.0,17.0,17.8,17.8
12,31.3,27.5,27.5,24.5,24.5,24.5,24.5
13,50.9,36.3,36.3,31.3,31.3,31.3,31.3
14,31.3,27.5,24.5,24.5,24.5,22.1,22.1
15,92.8,75.2,61.6,61.6,61.6,50.9,50.9
16,230.4,230.4,182.1,144.6,144.6,115.5,115.5
17,115.5,92.8,75.2,61.6,61.6,61.6,61.6
18,92.8,75.2,75.2,61.6,61.6,61.6,61.6
19,61.6,50.9,50.9,42.7,36.3,36.3,36.3
20,31.3,31.3,27.5,24.5,24.5,24.5,24.5
21,42.7,36.3,31.3,31.3,31.3,27.5,27.5
22,36.3,31.3,31.3,27.5,27.5,24.5,24.5
23,61.6,50.9,50.9,50.9,42.7,36.3,36.3
24,36.3,31.3,31.3,27.5,27.5,24.5,24.5
25,36.3,31.3,27.5,27.5,24.5,24.5,24.5
26,36.3,31.3,31.3,31.3,27.5,27.5,27.5
27,31.3,27.5,27.5,24.5,24.5,24.5,24.5
28,61.6,50.9,50.9,50.9,42.7,42.7,42.7
29,50.9,42.7,36.3,36.3,36.3,31.3,31.3
30,61.6,50.9,50.9,42.7,36.3,36.3,36.3
31,61.6,61.6,50.9,50.9,42.7,42.7,42.7
32,61.6,50.9,50.9,42.7,36.3,36.3,36.3
33,61.6,50.9,50.9,42.7,42.7,36.3,36.3
34,75.2,61.6,50.9,50.9,50.9,42.7,42.7
35,144.6,115.5,92.8,92.8,92.8,75.2,75.2
36,75.2,61.6,50.9,50.9,50.9,42.7,42.7
37,61.6,50.9,42.7,42.7,36.3,36.3,36.3
38,75.2,61.6,61.6,50.9,50.9,50.9,50.9
39,61.6,50.9,50.9,42.7,36.3,36.3,36.3
40,92.8,75.2,61.6,61.6,61.6,50.9,50.9
41,92.8,61.6,61.6,61.6,50.9,50.9,50.9
42,61.6,50.9,50.9,42.7,42.7,36.3,36.3
43,36.3,31.3,27.5,27.5,24.5,24.5,24.5
44,31.3,24.5,24.5,24.5,24.5,22.1,22.1
45,22.1,20.3,20.3,20.3,20.3,20.3,20.3
46,20.3,18.9,18.9,20.3,50.9,75.2,75.2
47,15.8,15.8,15.8,15.4,17.0,17.0,17.0
