,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.14,0.0,0.0,0.0,163353015.0,3896482.0,3228297223.9,0.0,3228297223.9
1,1.13,0.01,0.04,721172.76,163353015.0,3840028.88,3091173221.83,0.0184,3091894394.59
2,1.11,0.03,0.07,1392037.56,163353015.0,3789011.59,2997715321.27,0.0163,2999107358.83
3,1.1,0.04,0.09,1972397.1,163353015.0,3749032.74,2934144591.98,0.0136,2936116989.08
4,1.09,0.05,0.11,2497668.53,163353015.0,3706243.73,2882170445.44,0.0163,2884668113.9700003
5,1.08,0.06,0.12,2689797.18,163353015.0,3677762.35,2854293603.13,0.0091,2856983400.31
6,1.07,0.06,0.12,2921159.85,163353015.0,3648194.51,2826758202.0,0.011,2829679361.85
7,1.07,0.07,0.13,3126261.84,163353015.0,3629626.74,2813070676.35,0.0075,2816196938.19
8,1.06,0.08,0.13,3300309.61,163353015.0,3595967.04,2792992520.67,0.0136,2796292830.28
9,1.05,0.08,0.14,3406632.85,163353015.0,3577314.94,2784193530.39,0.0073,2787600163.24
10,1.05,0.08,0.14,3450186.15,163353015.0,3567287.76,2780081265.77,0.0048,2783531451.92
11,1.04,0.09,0.14,3515926.38,163353015.0,3554819.78,2776471460.21,0.0048,2779987386.59
12,1.04,0.09,0.14,3595964.24,163353015.0,3543132.97,2773387981.66,0.0039,2776983945.8999996
13,1.04,0.09,0.14,3632882.6,163353015.0,3539219.27,2772011876.28,0.0022,2775644758.88
14,1.03,0.1,0.14,3657367.08,163353015.0,3511627.9,2766461415.07,0.0082,2770118782.15
15,1.03,0.1,0.14,3676778.52,163353015.0,3508051.7,2766030496.79,0.0021,2769707275.31
16,1.03,0.1,0.14,3704061.07,163353015.0,3505697.26,2765647378.02,0.0021,2769351439.09
17,1.02,0.11,0.14,3689417.11,163353015.0,3483666.84,2764239822.31,0.0069,2767929239.42
18,1.02,0.11,0.14,3689417.11,163353015.0,3483666.84,2764239822.31,0.0012,2767929239.42
