,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1264.897,1240.0565109994848,1215.787384824941,1195.4789166728744,1272.1328885350881,1257.0147876744713,1242.4704972256054,1237.492750746466,1261.994141265169,1316.1259225667575,1312.1658662811305,1305.9214532708147,1300.7159661984522,1292.017181443527,1290.6889555258215,1287.3745427935814,1331.9419240574884,1328.2047989031332,1324.2837391814928,1323.6481654423112,1322.8287202768688,1352.6264565150357,1352.6264565150357
1,1253.063,1228.240321210003,1203.9099031431867,1187.3191938385073,1343.4978287047065,1327.4672620031452,1311.766993523767,1301.316828635143,1292.3645355410383,1295.1143245515734,1358.8228968728038,1352.105315992079,1346.707414331353,1329.4349229656793,1326.7987538636712,1320.2300508540154,1353.675751692329,1349.7109329005784,1345.6948828306527,1344.3555009478218,1343.3536734468742,1365.6327469906537,1365.6327469906537
2,1263.207,1238.1818117862908,1213.6530745375449,1228.9908904531044,1245.3022330684137,1230.528728684291,1312.9958953006376,1302.528924005867,1293.4539597485866,1283.1464664385396,1385.612459041473,1378.699441614067,1373.193437739369,1355.4506164248169,1352.7428837355835,1345.9958613797119,1350.037014946556,1346.0855230292789,1342.0530716012647,1340.7121785296636,1340.4411183511338,1343.5850493625499,1343.5850493625499
3,1070.468,1049.506471832456,1115.0252940088976,1479.1228012825952,1457.0908344984427,1439.7016045738815,1422.5199970100327,1411.1782457835088,1401.3298626257072,1390.1586536342988,1377.0908401219815,1370.2194424663483,1364.746972245822,1347.111045349046,1344.419033937393,1337.7111852457904,1334.5271588402045,1330.6857193653993,1326.6986449411065,1325.3724762961654,1347.362409819869,1345.574095604639,1345.574095604639
4,1053.115,1033.7905055538617,1221.7431725947483,1332.473624200168,1312.625959166122,1296.9616043673602,1281.4840601407689,1271.2716989086648,1276.128348630835,1267.5325164052276,1407.0260091287503,1400.0050001501015,1394.413426502934,1376.3935949480913,1373.64222613079,1366.7864729785697,1362.6903234413035,1358.8106657164367,1354.7392828177988,1353.4018785349808,1360.5040546564458,1357.7893825621875,1357.7893825621875
5,1000.105,1029.1025981712805,1503.7433296638194,1478.383183176527,1456.3637824667614,1438.9832174065189,1421.8100758248397,1410.473936997083,1400.630504130103,1389.4647349387858,1380.6350241692983,1373.748964945902,1368.2629090309897,1350.5812991763603,1347.9159799043068,1348.8339809127535,1344.792932713594,1341.0122071627484,1337.6350599410393,1336.5599918810983,1336.6174918892173,1334.4545629109305,1334.4545629109305
6,1091.671,1073.2240397862374,1164.2500438432771,1269.767878735962,1256.2255299127228,1248.2194166305092,1268.1861724184641,1316.7244566608538,1307.5411601054284,1307.826024303608,1294.8120642992988,1288.36817465132,1299.6043576260006,1310.625605674445,1312.372462597702,1331.1059904425654,1327.11842369769,1323.5234478003435,1334.8254219443802,1335.294401522436,1334.2045171209136,1332.1239009151889,1332.1239009151889
7,1056.751,1072.3258210812887,1286.8038682957117,1265.2290908058271,1252.027442534773,1285.698823180397,1290.2426719594553,1298.3995910247577,1289.3455731752938,1375.9919391883193,1362.2942325387887,1355.4973188041872,1350.164199877093,1332.7686170947716,1330.118961351199,1326.7324984128616,1322.7581229440007,1319.8962653416304,1324.0533147234712,1329.8551384087477,1328.798779270339,1326.8586502615776,1326.8586502615776
8,1018.36,1249.0311702798,1238.5265700269822,1217.6951250983545,1205.7261495823097,1317.3350998917342,1301.6241641547913,1291.3039665928716,1282.2978292812002,1398.9351314378532,1385.0086343114363,1378.1026319634846,1372.5988479947537,1354.8612036113693,1352.1557126263501,1346.2427532769423,1342.2101153448136,1338.5865459850602,1335.1385816112718,1334.7963440296603,1333.7649226856306,1331.835160204182,1331.835160204182
9,1019.712,1523.4155993935233,1493.2354032558464,1468.0524695599438,1446.185579134167,1428.9292994624736,1411.8761435444324,1400.6196230534945,1390.8447265008942,1379.7577991699734,1366.8967520468748,1360.0940373283086,1354.6636215940107,1337.164013926554,1334.5065512947149,1332.9510862392513,1328.970876844728,1325.3588376626064,1352.6417730165438,1351.4197032435272,1350.3171345402839,1348.2474056533379,1348.2474056533379
10,1137.187,1369.8897031358547,1342.7527330387304,1320.1497352997208,1300.4881724085499,1284.9736253223623,1309.8090986119842,1299.3715223313498,1290.3094371968803,1283.8403893462398,1284.2809592516885,1299.437900244409,1294.2708337053027,1291.9682056020968,1291.5003252480983,1299.5095023566275,1297.615186428994,1294.4160431468183,1335.6189626155574,1334.2940286529417,1333.2726316242888,1331.390843725672,1331.390843725672
11,1184.104,1256.286722872403,1231.5561713511604,1292.974288733937,1273.7551125721607,1258.6422600944195,1450.716395207058,1439.149768905039,1429.1060319286485,1417.713206404748,1403.5999206194024,1396.5997803042148,1391.0218790108015,1373.0461487434015,1370.3015374380634,1363.4628070569768,1359.3767803878552,1355.7140472229003,1357.0827924230782,1355.7267886306552,1354.7599038420244,1352.9279544672443,1352.9279544672443
12,1207.158,1200.8852002709755,1186.1548644810023,1308.8356824426014,1289.457536135131,1274.1370828541926,1384.8163701946835,1373.775407274966,1364.1879272332424,1353.3126324708471,1339.8420449776208,1333.1589592969474,1327.8348083447045,1310.6762434736795,1309.7108079459758,1315.5650305268512,1314.033523963349,1311.082051832222,1332.774464794921,1331.4428113301262,1330.588182518796,1328.9559066999411,1328.9559066999411
13,1435.532,1408.3771147554648,1380.4760012090287,1357.196759103959,1337.0028025542836,1321.047899116474,1308.0966943652436,1297.681980041881,1288.629369242516,1298.415367891163,1299.8084040512522,1295.356829088522,1291.3241678074369,1354.3798451953385,1351.6843959037928,1351.2250066707174,1347.1838984543413,1343.7213616053398,1342.3463154838012,1341.0168911683172,1340.2661892771491,1338.912845908784,1338.912845908784
14,1447.409,1418.7343233319982,1390.627724559435,1367.1761469793096,1346.8612335685145,1330.78840296395,1315.0317794178081,1304.5554726054916,1295.4551217693472,1303.1406769826367,1311.059729113464,1308.4499751978447,1304.4887900287647,1353.535927225064,1350.8368016085412,1350.6152418160593,1346.5686513801234,1343.0371213115827,1339.3593541678629,1338.315687813695,1337.607816125881,1336.3309652384457,1336.3309652384457
