,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,17.8,17.8,17.0,17.0,16.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3
1,17.8,17.0,17.0,16.3,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.0,17.0
2,17.8,17.8,17.8,27.5,24.5,24.5,24.5,31.3,27.5,27.5,27.5,31.3,27.5,27.5
3,14.8,14.8,15.1,17.0,16.3,15.8,15.8,17.0,17.0,17.0,16.3,17.0,17.0,17.0
4,14.6,15.8,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
5,14.5,14.6,24.5,24.5,50.9,50.9,42.7,50.9,50.9,42.7,42.7,42.7,42.7,42.7
6,14.8,15.1,15.4,15.1,18.9,17.8,17.8,27.5,24.5,24.5,24.5,24.5,24.5,24.5
7,14.6,17.8,17.8,17.0,17.0,17.0,16.3,17.8,17.0,17.0,17.0,17.0,17.0,17.0
8,14.5,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5
9,14.5,17.8,17.8,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
10,15.4,15.1,15.4,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
11,15.8,15.8,15.4,20.3,20.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
12,17.0,15.8,15.8,15.8,15.4,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8
13,31.3,27.5,24.5,24.5,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
14,31.3,31.3,27.5,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3
15,31.3,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8
16,36.3,31.3,31.3,24.5,24.5,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,24.5
17,31.3,24.5,24.5,22.1,22.1,20.3,20.3,18.9,27.5,24.5,24.5,24.5,24.5,24.5
18,24.5,22.1,22.1,20.3,20.3,18.9,17.8,17.8,20.3,20.3,18.9,18.9,18.9,18.9
19,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
20,31.3,24.5,24.5,22.1,22.1,20.3,20.3,22.1,20.3,20.3,20.3,20.3,20.3,20.3
21,24.5,22.1,22.1,20.3,20.3,18.9,17.8,20.3,24.5,22.1,24.5,24.5,24.5,24.5
22,22.1,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.8,17.0,17.8,17.8,17.8,17.8
23,31.3,24.5,24.5,22.1,22.1,20.3,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
24,22.1,22.1,20.3,18.9,18.9,17.8,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
