,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,inconvenient,pricing_time,rescheduling_time
0,1.94,1.06,25312.0,13884.05,626513.0,0.45,0.06,0.0,0.007145614035087719,96.03052631578953
