,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,24.5,22.1,20.3,20.3,20.3,18.9,18.9,20.3,20.3,20.3,20.3,20.3,18.9,18.9
1,17.8,17.8,17.8,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3
2,15.8,15.4,15.4,36.3,31.3,36.3,36.3,61.6,61.6,61.6,75.2,75.2,75.2,75.2
3,15.8,16.3,15.8,17.0,16.3,16.3,17.0,18.9,18.9,18.9,20.3,20.3,20.3,20.3
4,14.8,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
5,14.3,36.3,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9
6,14.5,14.8,17.8,17.8,42.7,36.3,36.3,36.3,36.3,50.9,50.9,50.9,42.7,42.7
7,17.0,16.3,16.3,15.8,20.3,20.3,20.3,20.3,20.3,36.3,36.3,36.3,31.3,31.3
8,17.8,17.8,22.1,20.3,20.3,20.3,20.3,20.3,18.9,22.1,22.1,22.1,22.1,22.1
9,15.4,15.4,22.1,20.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5
10,15.8,15.4,17.0,17.0,36.3,36.3,36.3,42.7,50.9,50.9,50.9,42.7,42.7,42.7
11,17.8,17.0,17.0,16.3,18.9,17.8,18.9,20.3,24.5,24.5,24.5,24.5,27.5,27.5
12,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,22.1,20.3,20.3,20.3,22.1,22.1
13,92.8,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3
14,92.8,92.8,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3
15,115.5,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7
16,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
17,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1
18,36.3,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
19,42.7,36.3,36.3,31.3,31.3,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9
20,17.8,17.0,17.0,17.0,16.3,22.1,22.1,24.5,24.5,24.5,22.1,36.3,31.3,31.3
21,24.5,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1,22.1,20.3,27.5,27.5,27.5
22,36.3,31.3,27.5,24.5,24.5,22.1,22.1,24.5,24.5,22.1,22.1,24.5,24.5,24.5
23,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
24,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
25,36.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
26,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,42.7,36.3,36.3,36.3,42.7,42.7
27,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,22.1,20.3,20.3,20.3,20.3,20.3
28,75.2,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
29,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,31.3
30,31.3,31.3,27.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
31,61.6,61.6,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
32,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
33,50.9,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
34,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1
35,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5
36,61.6,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
37,230.4,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,61.6,61.6
38,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3
39,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3
40,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
41,75.2,61.6,50.9,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
42,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,31.3,31.3
43,50.9,36.3,36.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,31.3,31.3,36.3,36.3
44,24.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,36.3,36.3
45,20.3,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1
46,17.0,17.0,17.0,20.3,20.3,36.3,50.9,61.6,61.6,61.6,50.9,50.9,50.9,50.9
47,17.0,17.0,16.3,17.0,16.3,17.0,20.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5
