,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.15,0.0,0.0,0,164285749,3940537,3235701029.1,
1,1.06,0.08,0.14,0,164285749,3631133,2771125487.7,
2,1.05,0.09,0.14,0,164285749,3603714,2767286300.8,
3,1.06,0.08,0.15,0,164285749,3630738,2765901449.3,
4,1.06,0.08,0.14,0,164285749,3626307,2769390208.8,
5,1.05,0.09,0.15,0,164285749,3586809,2764528251.4,
