,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,3.45,1.79,0.0,688.07,11000.0,5699.69,153148.0,0.48,0.08,0.0035999999999999995,9.784545454545455
