,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,31.3,31.3,27.5,27.5,24.5,24.5,22.1,24.5,22.1,22.1,22.1,22.1,20.3,24.5,24.5,24.5,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1
1,20.3,20.3,20.3,18.9,17.8,17.8,17.8,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
2,22.1,20.3,20.3,20.3,18.9,20.3,20.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
3,17.0,17.0,17.0,16.3,16.3,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
4,14.8,14.6,17.8,17.8,17.0,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,24.5,22.1,24.5,22.1,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
5,14.5,14.6,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
6,14.3,50.9,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5
7,14.5,16.3,15.8,15.8,17.0,17.0,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,27.5,27.5,27.5,24.5,24.5
8,16.3,15.8,15.8,15.8,20.3,18.9,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,24.5,24.5,27.5,27.5
9,15.8,15.8,15.8,15.8,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,24.5,27.5,27.5
10,15.4,15.4,15.4,17.8,17.8,17.0,31.3,27.5,24.5,24.5,24.5,22.1,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
11,15.1,14.8,15.1,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,24.5,27.5,27.5,24.5,24.5,24.5
12,17.0,17.0,17.0,16.3,16.3,18.9,20.3,20.3,22.1,22.1,24.5,22.1,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,27.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,24.5
13,22.1,20.3,20.3,20.3,18.9,18.9,20.3,20.3,24.5,24.5,22.1,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5
